,,,,,,,,,9.1,6.5,4,3.5,0.5,5.7,,0.22037,0.58558,-8.4,,9.6,5.1,4.2,2.5,1.75,5.7859,3.5605,1.6541,2025,2024,2023,2022,21/19/18/17,-7.4,1.5,1.25,1,0.75,0.5,,-1.06848,1.56055,-0.49364,2.40336,-0.99436,1.46856,0.08569,-4.5022,-3.49112,1.63943,-0.02901,7.73187,3.52565,0.34867,1.22251,2.94483,3.11106
,Year,,Value,,,,,Win%,Last year win %,2 year prior win %,3 year prior win %,4 year prior win %,5 year prior win %,Consecutive seasons above .500 (MAX 5),Above .500 seasons in past 5 years,Above .500 seasons in past 5 years squared,Mid Major above 500 years,Below .500 years as a power conference school past 5 years,5 Year average,March Games 1 year prior (include first four),March Games 2 year prior,March Games 3 year prior,March Games 4 year prior,March Games 5 year prior,Previous Year Conference Tournament Wins,2 Year Prior Conference Tournament Wins,3 Year Prior Conference Tournament Wins,"March Location (seeding, NIT, CIT, CBI, Missed) last year","March Location (seeding, NIT, CIT, CBI, Missed) 2 year","March Location (seeding, NIT, CIT, CBI, Missed) 3 year","March Location (seeding, NIT, CIT, CBI, Missed) 4 year","March Location (seeding, NIT, CIT, CBI, Missed) 5 year",Power Misses,,,,,,Coaching changes in past 5 seasons (prior to 21-22 season for 26),Coaching Changes in last 5 years squared,March Wins past 5 seasons (not including first four),March Losses past 5 seasons (Inc first 4),March wins ^1/2,March Losses ^1/2,Upsets Made in past 5 March appearances,Upsets Made in past 5 March appearances Squared,Times upset in past 5 March appearances,Times upset in past 5 March appearances Squared,Regular season champs in past 5,Independent School once in past 5 seasons,Power School (Min 1 year in past 5 seasons),Power AQs in past 5,Number of Draft picks in past 5 season,20 Win Season Past 5 Seasons,25 Win Season Past 5 Seasons,30 Win Season Past 5 Seasons
Sacred Heart,2026,11.274,11.274,,,,,0,0.455,0.5,0.485,0.333,0.5,0,0,0,0,0,0.4546,0,0,0,0,0,1,0,1,Missed,Missed,Missed,Missed,Missed,0,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Francis,2026,24.406,24.406,,,,,0.4,0.471,0.267,0.419,0.3,0.286,0,0,0,0,0,0.3486,1,0,0,0,0,3,0,1,Sixteen Seed,Missed,Missed,Missed,Missed,0,8,-2,-2,-2,-2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Saint Joseph's,2026,31.56,31.56,,,,,1,0.629,0.6,0.485,0.367,0.25,2,2,4,2,0,0.4662,0,0,0,0,0,2,2,2,NIT,NIT,Missed,Missed,Missed,0,9,9,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
Saint Louis,2026,27.591,27.591,,,,,1,0.559,0.394,0.636,0.657,0.667,1,4,16,4,0,0.5826,0,0,0,0,0,1,1,1,NIT,Missed,Missed,NIT,NIT,0,9,-2,-2,9,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Saint Mary's,2026,68.726,68.726,,,,,0.25,0.829,0.765,0.771,0.765,0.583,5,5,25,5,0,0.7426,2,1,2,2,0,1,2,1,Seven Seed,Five Seed,Five Seed,Five Seed,NIT,0,11,12,12,12,9,0,0,3,4,1.73205080756888,2,0,0,1,1,3,0,0,0,0,4,4,0
Saint Peter's,2026,33.92,33.92,,,,,0.5,0.429,0.576,0.438,0.647,0.56,0,3,9,3,0,0.53,0,1,0,4,0,0,3,2,Missed,Fifteen Seed,Missed,Fifteen Seed,Missed,0,-2,8,-2,8,-2,1,1,3,2,1.73205080756888,1.4142135623731,3,9,0,0,0,0,0,0,0,1,0,0
Sam Houston St.,2026,18.922,18.922,,,,,0.428571428571429,0.406,0.636,0.765,0.576,0.679,0,4,16,4,0,0.6124,0,0,0,0,0,0,1,1,Missed,Missed,NIT,Missed,Missed,0,-2,-2,9,-2,-2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
Samford,2026,34.11,34.11,,,,,0.6,0.667,0.829,0.656,0.656,0.316,4,4,16,4,0,0.6248,0,1,0,0,0,0,3,0,NIT,Thirteen Seed,Missed,Missed,Missed,0,9,9.5,-2,-2,-2,1,1,0,1,0,1,0,0,0,0,2,0,0,0,0,4,1,0
San Diego,2026,10.771,10.771,,,,,0.666666666666667,0.182,0.545,0.355,0.484,0.231,0,1,1,1,0,0.3594,0,0,0,0,0,1,1,0,Missed,Missed,Missed,Missed,Missed,0,-2,-2,-2,-2,-2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Diego St.,2026,69.381,69.381,,,,,0.8,0.677,0.703,0.821,0.719,0.821,5,5,25,5,0,0.7482,1,3,6,1,1,0,2,3,Eleven Seed,Five Seed,Five Seed,Eight Seed,Six Seed,0,9.5,12,12,11,11,0,0,7,5,2.64575131106459,2.23606797749979,1,1,2,4,2,0,0,0,0,5,2,1
San Francisco,2026,36.097,36.097,,,,,0.4,0.714,0.676,0.588,0.706,0.44,4,4,16,4,0,0.6248,0,0,0,1,0,1,1,2,NIT,NIT,Missed,Ten Seed,Missed,0,9,9,-2,11,-2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,4,1,0
San Jose St.,2026,21.587,21.587,,,,,1,0.429,0.281,0.6,0.258,0.238,0,1,1,1,0,0.3612,0,0,0,0,0,1,0,1,NIT,Missed,CBI,Missed,Missed,0,9,-2,8.5,-2,-2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Santa Clara,2026,30.114,30.114,,,,,0.8,0.618,0.606,0.697,0.636,0.6,5,5,25,5,0,0.6314,0,0,0,0,0,0,1,0,NIT,Missed,NIT,NIT,Missed,0,9,-2,9,9,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0
Seattle,2026,21.417,21.417,,,,,1,0.438,0.622,0.625,0.719,0.522,0,4,16,4,0,0.5852,0,0,0,0,0,1,1,0,Missed,CBI,Missed,Missed,Missed,0,-2,8.5,-2,-2,-2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0
Seton Hall,2026,16.5,16.5,,,,,0.6,0.219,0.676,0.515,0.656,0.519,0,4,16,0,1,0.517,0,0,0,1,0,0,0,0,Missed,NIT,NIT,Eight Seed,Missed,2,-2,9,9,11,-2,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,2,1,0
Siena,2026,8.795,8.795,,,,,0.5,0.438,0.125,0.531,0.517,0.706,0,3,9,3,0,0.4634,0,0,0,0,0,0,0,0,Missed,Missed,Missed,Missed,Missed,0,-2,-2,-2,-2,-2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
SIU Edwardsville,2026,26.408,26.408,,,,,1,0.647,0.515,0.576,0.344,0.346,3,3,9,3,0,0.4856,1,0,0,0,0,2,1,1,Sixteen Seed,Missed,Missed,Missed,Missed,0,8,-2,-2,-2,-2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
SMU,2026,27.576,27.576,,,,,0.857142857142857,0.686,0.606,0.313,0.727,0.647,2,4,16,0,1,0.5958,0,0,0,0,0,1,0,0,NIT,NIT,Missed,NIT,NIT,1,9,9,-2,9,9,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0
South Alabama,2026,14.692,14.692,,,,,0.8,0.656,0.5,0.543,0.636,0.607,1,4,16,4,0,0.5884,0,0,0,0,0,0,0,3,Missed,Missed,Missed,TBC,Missed,0,-2,-2,-2,0.5,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
South Carolina,2026,3.413,3.413,,,,,0,0.375,0.765,0.344,0.581,0.286,0,2,4,0,3,0.4702,0,1,0,0,0,0,1,0,Missed,Five Seed,Missed,Missed,Missed,4,-2,12,-2,-2,-2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,3,1,1,0
South Carolina St.,2026,12.443,12.443,,,,,0.5,0.606,0.438,0.161,0.484,0.056,1,1,1,1,0,0.349,0,0,0,0,0,2,0,0,Missed,Missed,Missed,Missed,Missed,0,-2,-2,-2,-2,-2,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
South Dakota,2026,11.341,11.341,,,,,0.666666666666667,0.576,0.375,0.387,0.613,0.56,1,3,9,3,0,0.5022,0,0,0,0,0,1,0,0,Missed,Missed,Missed,Missed,Missed,0,-2,-2,-2,-2,-2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota St.,2026,32.195,32.195,,,,,0.6,0.625,0.629,0.594,0.857,0.696,5,5,25,5,0,0.6802,0,1,0,1,0,0,3,1,Missed,Fifteen Seed,Missed,Thirteen Seed,Missed,0,-2,8,-2,9.5,-2,1,1,0,2,0,1.4142135623731,0,0,0,0,3,0,0,0,1,3,1,0
South Florida,2026,14.081,14.081,,,,,0.2,0.406,0.758,0.438,0.258,0.409,0,1,1,1,0,0.4538,0,0,0,0,0,0,1,0,Missed,NIT,Missed,Missed,Missed,0,-2,9,-2,-2,-2,3,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Southeast Missouri St.,2026,20.152,20.152,,,,,0,0.636,0.29,0.528,0.438,0.407,1,2,4,2,0,0.4598,0,0,1,0,0,1,0,4,Missed,Missed,Sixteen Seed,Missed,Missed,0,-2,-2,8,-2,-2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
Southeastern Louisiana,2026,10.623,10.623,,,,,0.333333333333333,0.581,0.469,0.563,0.559,0.308,1,3,9,3,0,0.496,0,0,0,0,0,0,0,0,Missed,Missed,Missed,TBC,Missed,0,-2,-2,-2,0.5,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern,2026,10.472,10.472,,,,,0.5,0.655,0.563,0.469,0.548,0.421,2,3,9,3,0,0.5312,0,0,0,0,0,0,0,0,Missed,Missed,Missed,Missed,Missed,0,-2,-2,-2,-2,-2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Southern Illinois,2026,12.849,12.849,,,,,0.2,0.424,0.594,0.697,0.516,0.462,0,3,9,3,0,0.5386,0,0,0,0,0,1,0,1,Missed,Missed,Missed,Missed,Missed,0,-2,-2,-2,-2,-2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Southern Indiana,2026,11.638,11.638,,,,,0.25,0.333,0.25,0.485,0,0,0,0,0,0,0,0.2136,0,0,0,0,0,0,0,0,Ineligible,Ineligible,Ineligible - CBI,D2,D2,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Miss,2026,17.211,17.211,,,,,0.166666666666667,0.333,0.5,0.758,0.212,0.32,0,1,1,1,0,0.4246,0,0,0,0,0,1,0,0,Missed,Missed,NIT,Missed,Missed,0,-2,-2,9,-2,-2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Southern Utah,2026,17.135,17.135,,,,,1,0.387,0.323,0.649,0.657,0.833,0,3,9,3,0,0.5698,0,0,0,0,0,0,0,2,Missed,Missed,CBI,TBC,Missed,0,-2,-2,8.5,0.5,-2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0
St. Bonaventure,2026,21.26,21.26,,,,,0.75,0.647,0.606,0.5,0.697,0.762,2,4,16,4,0,0.6424,0,0,0,0,1,1,2,0,Missed,Missed,Missed,Missed,Nine Seed,0,-2,-2,-2,-2,11,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,3,0,0
St. John's,2026,31.841,31.841,,,,,0.666666666666667,0.861,0.606,0.545,0.531,0.593,5,5,25,0,0,0.6272,2,0,0,0,0,3,1,1,Two Seed,Missed,Missed,Missed,Missed,4,12,-2,-2,-2,-2,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,2,1,1
St. Thomas,2026,23.019,23.019,,,,,0.8,0.706,0.606,0.576,0.333,0,3,3,9,3,0,0.4442,0,0,0,0,0,2,1,1,Ineligible,Ineligible,Ineligible,Ineligible,D2,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Stanford,2026,1.811,1.811,,,,,0.833333333333333,0.6,0.438,0.424,0.5,0.519,1,2,4,0,3,0.4962,0,0,0,0,0,1,1,1,NIT,Missed,Missed,Missed,Missed,4,9,-2,-2,-2,-2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0
Stephen F. Austin,2026,15.861,15.861,,,,,0.4,0.452,0.545,0.594,0.71,0.762,0,4,16,4,0,0.6126,0,0,0,0,0,0,1,0,Missed,Missed,Missed,CBI,Missed,0,-2,-2,-2,8.5,-2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Stetson,2026,25.884,25.884,,,,,0.285714285714286,0.25,0.629,0.548,0.367,0.444,0,2,4,2,0,0.4476,0,1,0,0,0,0,3,0,Missed,Sixteen Seed,CBI,Missed,CBI,0,-2,8,8.5,-2,8.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Stonehill,2026,11.766,11.766,,,,,0.8,0.469,0.129,0.452,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,Ineligible,Ineligible,Ineligible,D2,D2,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stony Brook,2026,13.595,13.595,,,,,1,0.25,0.571,0.333,0.581,0.391,0,2,4,2,0,0.4252,0,0,0,0,0,0,3,1,Missed,Missed,Missed,Missed,Missed,0,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Syracuse,2026,4.252,4.252,,,,,0.571428571428571,0.424,0.625,0.531,0.485,0.643,0,3,9,0,2,0.5416,0,0,0,0,3,1,0,0,Missed,Missed,Missed,Missed,Eleven Seed,4,-2,-2,-2,-2,9.5,1,1,2,1,1.4142135623731,1,2,4,0,0,0,0,1,0,0,1,0,0
Tarleton St.,2026,14.671,14.671,,,,,0.6,0.375,0.714,0.5,0.452,0.5,0,1,1,1,0,0.5082,0,0,0,0,0,0,0,1,Missed,Ineligible - CIT,Ineligible - CBI,Ineligible,Ineligible,0,-2,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
TCU,2026,28.789,28.789,,,,,0.75,0.5,0.618,0.629,0.618,0.462,0,3,9,0,2,0.5654,0,1,2,2,0,0,1,1,Missed,Nine Seed,Six Seed,Nine Seed,Missed,2,-2,11,11,11,-2,0,0,2,3,1.4142135623731,1.73205080756888,1,1,0,0,0,0,1,0,1,2,0,0
Temple,2026,14.392,14.392,,,,,1,0.531,0.444,0.5,0.586,0.313,1,2,4,2,0,0.4748,0,0,0,0,0,0,4,0,Missed,Missed,Missed,Missed,Missed,0,-2,-2,-2,-2,-2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tennessee,2026,79.812,79.812,,,,,0.75,0.789,0.75,0.694,0.771,0.667,5,5,25,0,0,0.7342,4,4,3,2,1,2,0,1,Two Seed,Two Seed,Four Seed,Three Seed,Five Seed,0,12,12,12,12,12,0,0,8,5,2.82842712474619,2.23606797749979,0,0,3,9,1,0,1,1,7,4,4,1
Tennessee Martin,2026,9.238,9.238,,,,,0.4,0.424,0.656,0.576,0.267,0.333,0,2,4,2,0,0.4512,0,0,0,0,0,1,0,1,Missed,Missed,Missed,Missed,Missed,0,-2,-2,-2,-2,-2,3,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Tennessee St.,2026,12.945,12.945,,,,,0.5,0.515,0.545,0.563,0.438,0.174,3,3,9,3,0,0.447,0,0,0,0,0,1,1,0,Missed,Missed,Missed,Missed,Missed,0,-2,-2,-2,-2,-2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tennessee Tech,2026,8.697,8.697,,,,,0.8,0.484,0.323,0.485,0.344,0.185,0,0,0,0,0,0.3642,0,0,0,0,0,0,0,1,Missed,Missed,Missed,Missed,Missed,0,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Texas,2026,56.857,56.857,,,,,0.666666666666667,0.457,0.618,0.763,0.647,0.704,0,4,16,0,1,0.6378,1,2,4,2,1,2,0,3,Eleven Seed,Seven Seed,Two Seed,Six Seed,Three Seed,0,9.5,11,12,11,12,3,9,5,5,2.23606797749979,2.23606797749979,0,0,2,4,0,0,1,2,5,3,1,0
Texas A&M,2026,45.993,45.993,,,,,0.2,0.676,0.583,0.714,0.675,0.444,4,4,16,0,1,0.6184,2,2,1,0,0,0,2,2,Four Seed,Nine Seed,Seven Seed,NIT,Missed,1,12,11,11,9,-2,1,1,2,3,1.4142135623731,1.73205080756888,1,1,2,4,0,0,1,0,0,4,2,0
Texas A&M Corpus Chris,2026,30.05,30.05,,,,,0,0.588,0.636,0.686,0.657,0.208,4,4,16,4,0,0.555,0,0,2,1,0,1,0,2,Missed,CIT,Sixteen Seed,Sixteen Seed,Missed,0,-2,7,8,8,-2,2,4,0,2,0,1.4142135623731,0,0,0,0,0,0,0,0,0,4,0,0
Texas Southern,2026,26.555,26.555,,,,,0.714285714285714,0.469,0.485,0.4,0.594,0.654,0,2,4,2,0,0.5204,0,0,1,2,2,0,2,3,Missed,Missed,Sixteen Seed,Sixteen Seed,Sixteen Seed,0,-2,-2,8,8,8,0,0,0,3,0,1.73205080756888,0,0,0,0,0,0,0,0,0,0,0,0
Texas St.,2026,20.683,20.683,,,,,0.666666666666667,0.5,0.486,0.457,0.724,0.72,0,2,4,2,0,0.5774,0,0,0,0,0,0,3,3,Missed,Missed,Missed,NIT,Missed,0,-2,-2,-2,9,-2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
Texas Tech,2026,64.049,64.049,,,,,0.25,0.757,0.676,0.516,0.73,0.621,5,5,25,0,0,0.66,4,1,0,3,2,1,1,0,Three Seed,Six Seed,Missed,Three Seed,Six Seed,1,12,11,-2,12,11,2,4,6,4,2.44948974278318,2,0,0,1,1,0,0,1,0,4,3,2,0
The Citadel,2026,6.354,6.354,,,,,0.6,0.167,0.344,0.313,0.419,0.52,0,1,1,1,0,0.3526,0,0,0,0,0,0,0,0,Missed,Missed,Missed,Missed,Missed,0,-2,-2,-2,-2,-2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toledo,2026,32.869,32.869,,,,,0.6,0.545,0.625,0.771,0.765,0.7,5,5,25,5,0,0.6812,0,0,0,0,0,1,0,2,Missed,Missed,NIT,NIT,NIT,0,-2,-2,9,9,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,4,2,0
Towson,2026,25.028,25.028,,,,,0.571428571428571,0.667,0.588,0.636,0.735,0.222,4,4,16,4,0,0.5696,0,0,0,0,0,1,2,1,Missed,Missed,Missed,NIT,Missed,0,-2,-2,-2,9,-2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,1,0
Troy,2026,34.931,34.931,,,,,0.6,0.676,0.625,0.606,0.625,0.393,4,4,16,4,0,0.585,1,0,0,0,0,3,0,1,Fourteen Seed,Missed,Missed,CBI,Missed,0,9.5,-2,-2,8.5,-2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,4,0,0
Tulane,2026,20.462,20.462,,,,,0.8,0.559,0.452,0.645,0.483,0.435,1,2,4,2,0,0.5148,0,0,0,0,0,1,0,1,CBC,Missed,Missed,Missed,Missed,0,10.5,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Tulsa,2026,9.611,9.611,,,,,0.666666666666667,0.394,0.516,0.167,0.355,0.478,0,1,1,1,0,0.382,0,0,0,0,0,1,0,0,Missed,Missed,Missed,Missed,Missed,0,-2,-2,-2,-2,-2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UAB,2026,50.004,50.004,,,,,0.666666666666667,0.649,0.657,0.744,0.771,0.759,5,5,25,5,0,0.716,0,1,0,1,0,2,3,2,NIT,Twelve Seed,NIT,Twelve Seed,Missed,0,9,9.5,9,9.5,-2,0,0,0,2,0,1.4142135623731,0,0,0,0,0,0,0,0,0,5,2,0
UC Davis,2026,12.377,12.377,,,,,0.6,0.469,0.606,0.563,0.542,0.556,0,4,16,4,0,0.5472,0,0,0,0,0,0,1,0,Missed,Missed,Missed,Missed,Missed,0,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
UC Irvine,2026,37.729,37.729,,,,,0.5,0.821,0.706,0.657,0.6,0.667,5,5,25,5,0,0.6902,0,0,0,0,0,1,0,1,NIT,NIT,NIT,Missed,Missed,0,9,9,9,-2,-2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1,1
UC Riverside,2026,20.083,20.083,,,,,1,0.618,0.471,0.647,0.571,0.636,1,4,16,4,0,0.5886,0,0,0,0,0,0,1,1,NIT,Missed,Missed,Missed,Missed,0,9,-2,-2,-2,-2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
UC San Diego,2026,32.042,32.042,,,,,0.75,0.857,0.636,0.333,0.448,0.412,2,2,4,2,0,0.5372,1,0,0,0,0,2,0,0,Twelve Seed,Ineligible - CBI,Ineligible,Ineligible,Ineligible,0,9.5,0.5,0.5,0.5,0.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1
UC Santa Barbara,2026,31.073,31.073,,,,,0.833333333333333,0.618,0.516,0.771,0.607,0.815,5,5,25,5,0,0.6654,0,0,1,0,1,2,0,3,Missed,Missed,Fourteen Seed,Missed,Twelve Seed,0,-2,-2,9.5,-2,9.5,0,0,0,2,0,1.4142135623731,0,0,0,0,2,0,0,0,1,3,1,0
UCF,2026,26.79,26.79,,,,,0.833333333333333,0.541,0.515,0.559,0.6,0.478,4,4,16,0,1,0.5386,0,0,0,0,0,1,1,1,CBC,NIT,NIT,Missed,Missed,2,10.5,9,9,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
UCLA,2026,55.924,55.924,,,,,0.166666666666667,0.676,0.485,0.838,0.771,0.688,1,4,16,0,1,0.6916,1,0,3,3,6,0,1,2,Seven Seed,Missed,Two Seed,Four Seed,Eleven Seed,1,11,-2,12,12,9.5,0,0,10,4,3.16227766016838,2,3,9,2,4,1,0,1,0,5,4,2,2
UMass Lowell,2026,16.84,16.84,,,,,0.75,0.531,0.688,0.765,0.484,0.478,3,3,9,3,0,0.5892,0,0,0,0,0,0,2,2,Missed,Missed,Missed,Missed,Missed,0,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
UMBC,2026,9.973,9.973,,,,,0.2,0.406,0.344,0.563,0.563,0.7,0,3,9,3,0,0.5152,0,0,0,0,0,0,0,0,Missed,Missed,Missed,TBC,Missed,0,-2,-2,-2,0.5,-2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
UMKC,2026,10.209,10.209,,,,,0.4,0.394,0.5,0.344,0.613,0.458,0,1,1,1,0,0.4618,0,0,0,0,0,1,0,0,Missed,Missed,Missed,Missed,Missed,0,-2,-2,-2,-2,-2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNC Asheville,2026,30.241,30.241,,,,,0,0.656,0.647,0.771,0.531,0.5,4,4,16,4,0,0.621,0,0,1,0,0,1,2,3,Missed,Missed,Fifteen Seed,CBI,Missed,0,-2,-2,8,8.5,-2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,3,1,0
UNC Greensboro,2026,19.88,19.88,,,,,0.8,0.645,0.656,0.625,0.531,0.7,5,5,25,5,0,0.6314,0,0,0,0,1,0,0,0,Missed,Missed,Missed,CBI,Thirteen Seed,0,-2,-2,-2,8.5,9.5,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,4,0,0
UNC Wilmington,2026,38.936,38.936,,,,,0.6,0.771,0.677,0.706,0.75,0.412,4,4,16,4,0,0.6632,1,0,0,0,0,3,0,2,Fourteen Seed,Missed,Missed,CBI,Missed,0,9.5,-2,-2,8.5,-2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,0
UNLV,2026,18.095,18.095,,,,,1,0.548,0.618,0.594,0.563,0.444,4,4,16,4,0,0.5534,0,0,0,0,0,1,0,1,Missed,NIT,Missed,Missed,Missed,0,-2,9,-2,-2,-2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
USC,2026,35.501,35.501,,,,,0.428571428571429,0.486,0.455,0.667,0.765,0.758,0,3,9,0,2,0.6262,0,0,1,1,4,1,1,0,CBC,Missed,Ten Seed,Seven Seed,Six Seed,1,10.5,-2,11,11,11,1,1,3,3,1.73205080756888,1.73205080756888,1,1,1,1,0,0,1,0,4,3,2,0
USC Upstate,2026,12.234,12.234,,,,,0.666666666666667,0.188,0.333,0.5,0.469,0.217,0,0,0,0,0,0.3414,0,0,0,0,0,0,0,1,Missed,Missed,CBI,TBC,Missed,0,-2,-2,8.5,0.5,-2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UT Arlington,2026,9.951,9.951,,,,,0.333333333333333,0.419,0.588,0.344,0.379,0.5,0,1,1,1,0,0.446,0,0,0,0,0,0,2,0,Missed,Missed,Missed,Missed,Missed,0,-2,-2,-2,-2,-2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
UT Rio Grande Valley,2026,5.968,5.968,,,,,0.833333333333333,0.516,0.194,0.469,0.258,0.474,1,1,1,1,0,0.3822,0,0,0,0,0,0,0,0,Missed,Missed,Missed,Missed,Missed,0,-2,-2,-2,-2,-2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Utah,2026,-3.877,-3.877,,,,,1,0.485,0.595,0.531,0.355,0.48,0,2,4,0,3,0.4892,0,0,0,0,0,0,1,0,Missed,NIT,Missed,Missed,Missed,4,-2,9,-2,-2,-2,2,4,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
Utah St.,2026,56.176,56.176,,,,,0.428571428571429,0.765,0.8,0.743,0.529,0.69,5,5,25,5,0,0.7054,1,2,1,0,1,1,1,2,Ten Seed,Eight Seed,Ten Seed,NIT,Eleven Seed,0,11,11,11,9,9.5,3,9,1,4,1,2,0,0,0,0,1,0,0,0,2,4,3,0
Utah Tech,2026,13.512,13.512,,,,,0.6,0.212,0.355,0.424,0.419,0.381,0,0,0,0,0,0.3582,0,0,0,0,0,1,0,1,Missed,Ineligible,Ineligible,Ineligible,Ineligible,0,-2,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Utah Valley,2026,32.608,32.608,,,,,0.5,0.735,0.5,0.757,0.625,0.5,1,3,9,3,0,0.6234,0,0,0,0,0,2,0,1,NIT,Missed,NIT,Missed,Missed,0,9,-2,9,-2,-2,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,3,2,0
UTEP,2026,15.751,15.751,,,,,0.5,0.545,0.529,0.438,0.588,0.5,2,3,9,3,0,0.52,0,0,0,0,0,1,2,0,Missed,Missed,Missed,TBC,Missed,0,-2,-2,-2,0.5,-2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
UTSA,2026,7.034,7.034,,,,,0.8,0.387,0.344,0.323,0.313,0.577,0,1,1,1,0,0.3888,0,0,0,0,0,0,0,0,Missed,Missed,Missed,Missed,Missed,0,-2,-2,-2,-2,-2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
