,,,SOS Median,SOS Min,SOS Max,SOS STDEV,SOS SUM
Nebraska,,,2.71222047324438,-33.4902570823112,22.1125623465324,19.9387662893413,4.56398678476673
Nebraska Omaha,,,-1.51839817411902,-8.89740293698,20.360476523888,12.1232061173603,26.2003917617393
Nevada,,,-5.8080573399752,-27.5648014755232,55.9276174180084,32.5534313623597,20.6056955904064
New Hampshire,,,5.35027100916509,-10.3810185189629,48.4570715191651,23.3565655106657,43.2193823273175
New Haven,,,30.186657954,-38.11155972,73.91877528,37.9145270718336,126.866215643
New Mexico,,,2.79755594007632,-24.9158049200054,44.5069633933893,24.8616554896143,31.1729088025025
New Mexico St.,,,25.847628446131,-15.2851962308714,57.910321844213,34.7626652244392,94.3203825056036
New Orleans,,,15.9443344930662,-7.35452630055,188.88942313895,75.1150806858079,430.836704776041
Niagara,,,11.464486816396,-15.58213604396,48.071275300894,21.1059028559664,68.56611499802
Nicholls St.,,,31.2490145416203,-30.861323434076,64.511940121908,43.7094722451265,96.1486457710727
NJIT,,,27.4500549857044,-36.1027502144667,118.332988594646,48.7755602746605,214.593686638795
Norfolk St.,,,11.8788275492305,4.50769115137829,40.6546513513538,15.3196668362196,93.9202425739095
North Alabama,,,-2.516590438518,-11.942896438518,37.92083292403,19.4048585534229,20.9946033404967
North Carolina,,,14.96327050292,-20.97620132224,23.640333844998,19.2517058532876,25.66402532523
North Carolina A&T,,,33.6546909463446,16.4629656257966,56.0681808639246,19.8598968772125,106.185837436066
North Carolina Central,,,13.4032723147232,-6.17039613741715,94.7152530859332,38.7369559980715,165.623198047117
North Dakota,,,-1.11811756454457,-20.0086916178477,72.8956883588032,36.8390981953858,119.246781712179
North Dakota St.,,,34.2963338792019,-7.21443972091212,42.9733523583328,19.8621774425948,138.199657333282
North Florida,,,12.47293228,-15.522339105,63.62280228,31.5795056604643,109.630831424556
North Texas,,,-0.836553305600335,-11.185804691228,40.77613591327,19.1615873338604,39.2898797981106
Northeastern,,,15.0494192840646,-15.8645107879674,96.2080621640966,46.6199014775448,163.763471179277
Northern Arizona,,,20.6196843465806,8.064424336064,36.399013502982,11.6710697914102,85.7028065322071
Northern Colorado,,,21.4488728486347,-7.77859354685689,42.9939912963891,18.4435078290383,105.036504794273
Northern Illinois,,,23.815644032845,-12.342683172578,156.447952288596,60.9332221743994,249.141403096238
Northern Iowa,,,13.9925313924197,-17.2110241925727,61.1436575748293,27.1487936293802,127.611050922475
Northern Kentucky,,,17.481162193896,-4.726791458104,144.097994278928,60.3169347533035,192.566345673115
Northwestern,,,6.53252261811284,-10.8667864888698,69.5566039561914,28.3738738723512,100.487454933688
Northwestern St.,,,18.712835250902,-1.238727301268,35.202168049856,13.7596280429434,78.953080373438
Notre Dame,,,7.018300893613,-40.584643927024,42.370039926492,26.6589015187506,64.0413492495455
Oakland,,,32.540025143174,-12.229272928762,132.679240992626,48.5198680686873,278.641299989529
Ohio,,,-0.526505387631556,-24.8629497694176,63.1458018206662,28.79461496634,17.4114926558463
Ohio St.,,,-6.299413757542,-40.2168678292422,67.6710715040911,43.3544229903304,-8.1308037529384
Oklahoma,,,-12.3182127148611,-36.8809691702403,3.00956250248566,15.0072067821853,-97.3267029765521
Oklahoma St.,,,-4.6708075654181,-24.377100615972,118.624493362134,53.7331183129402,74.7668746697298
Old Dominion,,,-9.88876042704378,-32.635915428468,60.07767572282,34.1058285270916,26.318141783739
Oral Roberts,,,31.02330981437,-29.9463695080431,71.4281326794462,34.5781903307075,127.877042796515
Oregon,,,-7.99638103869232,-25.8119227589442,9.26947947450778,13.2888177458073,-42.462013983594
Oregon St.,,,-8.92009184549931,-22.2957418180473,29.5739141541307,18.2494547636863,-35.1119935514271
Pacific,,,30.1058363951399,-15.956618033924,94.463860966076,41.9934661309089,186.41210042744
Penn,,,28.8272766611287,-6.18341943692302,88.818164580109,43.9374738421863,140.289298465443
Penn St.,,,-2.77789658041596,-19.3633675817853,81.597886200452,34.539300948438,47.9240780735434
Pepperdine,,,5.61075303843,-48.0239832439989,109.26732741675,57.1899940297709,89.2756836823902
Pittsburgh,,,-7.48774806256295,-38.4442081126618,48.883478542711,28.4633051862383,-13.9352637080092
Portland,,,6.88191788350771,-32.8977865054738,44.9446995834296,26.0619931350726,62.2304250548005
Portland St.,,,20.2758629777028,10.861458092402,31.878730688886,9.25362775931904,83.2919147366936
Prairie View A&M,,,34.6176666826848,-29.6742308076212,94.6626803355812,46.4722771237615,136.849209268829
Presbyterian,,,23.726235060044,-21.80319089854,60.64058923509,25.7598503619654,146.607226908495
Princeton,,,15.9677154844032,-23.9320856130162,37.4599668429198,23.7803238088259,69.0882086789964
Providence,,,-4.02283741955634,-27.369614672732,35.59505315877,21.5447781409534,-3.87324705606867
Purdue,,,-6.72312371845917,-49.9112308814347,162.886603398679,79.4050817186869,138.795304847396
Purdue Fort Wayne,,,4.92655920723133,-42.4119767513073,37.4873785487613,29.2552443887331,2.23663902055453
Queens,,,12.518030929478,-2.189443138262,38.14042907756,17.3825935175829,100.738549579615
Quinnipiac,,,12.1649232562359,-65.9282010613835,107.296462716394,56.1779330421272,110.278193278962
Radford,,,-10.11634657924,-115.133943468129,50.6503878833377,55.0224995253091,-76.1369834135164
Rhode Island,,,25.3902375369722,-37.0703771493635,73.3682442400885,34.7085228662982,146.398865001982
Rice,,,-5.14162568015291,-46.949729231392,57.60733446248,37.0970891714777,38.1321334826404
Richmond,,,24.2960734150162,-10.0383091394217,65.6027549739803,29.666132635045,108.829391251827
Rider,,,10.613126094778,-26.672223956176,31.910834848728,23.4625443578636,34.8562961648058
Robert Morris,,,16.4736746568734,6.19967999511543,50.4981192444534,21.0845882471831,133.389237345014
Rutgers,,,-13.6499415058928,-63.5781346945688,16.5493757335592,27.5836898315682,-74.0763308843446
Sacramento St.,,,12.1018658004067,2.56584850774,27.50514913374,10.2806257344598,59.4352595733667
Sacred Heart,,,10.1717247703902,-17.8440752600438,20.7346426769882,17.0722536420382,19.0139508670736
Saint Francis,,,-1.18456768034,-9.04107668034,39.52081231966,17.5603220102954,27.02268327796
Saint Joseph's,,,-12.1850267745308,-23.0048382082248,7.47011886982983,13.0153500344121,-52.2277294316908
Saint Louis,,,23.8663811877658,-38.004002563322,52.423430077454,34.1067145704941,68.9808121207662
Saint Mary's,,,21.9145232731521,-17.3646211615739,54.9146889508461,25.1325500388733,122.015299484113
Saint Peter's,,,3.120493826489,-9.89522001830567,29.1968711952103,16.6198867090938,26.8747332334874
Sam Houston St.,,,39.7983996572855,12.661511638994,60.689231114382,19.7255328950538,152.947542067947
Samford,,,-6.80031737398629,-82.7910104471521,125.223154748616,55.5734608373285,23.473929919759
San Diego,,,-7.8240068489934,-39.0903771703314,30.1918313513126,27.2709287149774,-14.6945997809274
San Diego St.,,,-3.18562585888624,-112.695007044886,77.46669973656,61.3486622238548,-61.2376547786947
San Francisco,,,-0.283268891045,-11.9660225575198,65.594794823724,28.132557701514,57.5031405531586
San Jose St.,,,17.3226083591199,-40.3381159275491,56.9197805102729,31.2105337121249,85.3393529497411
Santa Clara,,,48.2063785032221,-11.7143977397459,120.728863466076,53.9995869737123,265.466155320494
Seattle,,,-3.85630822127533,-22.83039132607,89.121506221076,47.5439525499035,104.436214685441
Seton Hall,,,21.4365210861989,-28.9314654608706,110.103990087941,43.3366241202023,153.624896123176
Siena,,,17.688130992139,-19.1885592863302,53.989146046488,27.3854961457349,95.2018423397291
SIU Edwardsville,,,31.5976837910225,-22.5558526907059,104.559934094098,45.7406534087404,166.736485028815
SMU,,,-6.04860729718038,-23.3849905572944,40.0683176546916,21.0098750284802,-10.911325957457
South Alabama,,,8.709524767283,-22.518879078596,40.228100246792,23.5350015893784,50.898498051128
South Carolina,,,13.5980264863449,-31.8844503559471,65.4211517702809,33.4342292522151,78.0474730869816
South Carolina St.,,,2.411739836718,-41.14561452536,65.902265793842,41.8667666529663,55.7532834858847
South Dakota,,,12.0214172232936,-22.5443503545,73.353790560866,33.292492602258,80.8669814930991
South Dakota St.,,,15.7141440277626,-17.5372546503082,142.5047268925,58.3832701787315,178.263025462199
South Florida,,,-6.964867853062,-12.7103418837853,62.4087435471327,30.8867311183354,57.2074453846568
Southeast Missouri St.,,,23.5449771959404,-5.15775042618533,103.968419274797,42.6838952205806,205.949099498815
Southeastern Louisiana,,,5.83886959053086,-10.2275373434191,105.000319794915,45.988642541746,133.072358940099
Southern,,,26.877248754514,-8.453143427622,74.250759687666,36.7329666308545,119.552113769072
Southern Illinois,,,9.14192085966692,-9.43200731461089,41.7991976581829,20.0764713273393,95.0520864549467
Southern Indiana,,,15.710617427722,-11.7050581816933,86.2097036325033,33.6840519683302,138.992960073862
Southern Miss,,,3.56336657006401,-7.81619614884,53.276926827096,28.0795971039901,82.022568929224
Southern Utah,,,-20.2448165183364,-76.7347491381584,21.6736415666816,40.6639986078252,-86.2569928353994
St. Bonaventure,,,3.48866942089733,-6.27092332515267,25.7479060005953,11.5127905789242,45.7530405518397
St. John's,,,14.866246956946,-28.9778579720299,39.0811763529992,22.0184689767155,83.9790042244569
St. Thomas,,,3.517183594036,-43.8527904295382,37.0743949662873,24.7318656559876,30.1336691742753
Stanford,,,-11.4358244279002,-37.8915488094302,43.5352028380358,29.8332846264626,-20.9254009262446
