Teams,Coach Name,Conference,,Wins,Losses,Games Dropping D2,WIN_PERC,Championship Criteria,Upset Twice,Winless March,Points,Points_RANK,SM,FGM,FGA,FGA/G,FG_PERC,FG_PERC_Rank,FGM/G,FGM/G_Rank,FG3sM,FG3sA,FG3_PERC,FG3_PERC_Rank,FG3M/G,FG3M/G_Rank,% of Points from 3,% of Points from 3_RANK,% of shots taken from 3,% of shots taken from 3_RANK,FTM,FTA,FT_PERC,FT_PERC_Rank,FTM/G,FTM/G_RANK,FTA/FGA,FTA/FGA Rank,Off_eff,Off_eff_rank,Offensive efficiency hybrid,Off_eff_hybrid_rank,OReb,OReb Rank,OReb chances,OReb chances Rank,DReb,DReb Rank,Rebounds,Rebounds Rank,Rebound Rate,Rebound Rate Rank,AST,AST Rank,AST/FGM,AST/FGM Rank,TO,TO Rank,STL,STL Rank,PF,PF_Rank,Foul Differential,Foul Differential Rank,Extra Scoring Chances,Extra Scoring Chances Rank,PTS_OFF_TURN,PTS_OFF_TURN_RANK,FST_BREAK,FST_BREAK_RANK,PTS_PAINT,PTS_PAINT_RANK,OPP_PPG,OPP_PPG_RANK,OPP_FGM,OPP_FGA,OPP_FGA/G,OPP_FG_PERC,OPP_FG_PERC_Rank,OPP_FGM/G,OPP_FGM/G_Rank,OPP_FG3sM,OPP_FG3sA,OPP_FG3_PERC,OPP_FG3_PERC_Rank,OPP_FG3M/G,OPP_FG3M/G_Rank,OPP_% of Points from 3,OPP_% of Points from 3 rank,OPP_% of shots taken from 3,OPP_% of shots taken from 3 Rank,Def_efficiency hybrid,Def_eff_hybrid_rank,OPP_OReb,OPP_OReb_RANK,OPP_OReb_rate,OPP_OReb_rate_rank,OPP_DReb,OPP_DReb_RANK,OPP_REBOUNDS,OPP_REBOUNDS_RANK,OPP_AST,OPP_AST_RANK,OPP_AST/FGM,OPP_AST/FGM_Rank,OPP_TO,OPP_TO_RANK,OPP_PF,OPP_PF_RANK,OPP_PTS_OFF_TURN,OPP_PTS_OFF_TURN_RANK,OPP_FST_BREAK,OPP_FST_BREAK_RANK,OPP_PTS_PAINT,OPP_PTS_PAINT_RANK,FGM_TOP7,FGA-Top7,FG3sM-Top7,FG3sA-Top7,FTM-Top7,FTA-Top7,FG_PERC-Top7,FG3_PERC-Top7,FT_PERC-Top7,OReb-Top7,DReb-Top7,Rebounds-Top7,AST-Top7,TO-Top7,STL-Top7,OReb-Top7-Total,DReb-Top7-Total,AST-Top7-Total,TO-Top7-Total,STL-Top7-Total,Points per Game-Top7,FGM-Top7-Perc,FGA-Top7-Perc,FG3sM-Top7-Perc,FG3sA-Top7-Perc,FTM-Top7-Perc,FTA-Top7-Perc,FG_PERC_Top7_per,FG3_PERC_Top7_per,FT_PERC_Top7_per,OReb-Top7-Perc,DReb-Top7-Perc,Rebounds-Top7-Perc,AST-Top7-Perc,TO-Top7-Perc,STL-Top7-Perc,Points-Top7-Perc,Start Percentage top 7,SOS_MED,SOS_MIN,SOS_MAX,SOS_STDEV,SOS_SUM,CLUTCH_FGM,CLUTCH_FGA,CLUTCH_FGPERC,CLUTCH_FG_RANK,CLUTCH_3FGM,CLUTCH_3FGA,CLUTCH_3FGPERC,CLUTCH_3_RANK,CLUTCH_FTM,CLUTCH_FTA,CLUTCH_FTPERC,CLUTCH_FT_RANK,CLUTCH_SM,CLUTCH_SM_RANK,CLUTCH_REB,CLUTCH_REB_RANK,OPP_CLTCH_REB,OPP_CLTCH_REB_RANK,CLTCH_OFF_REB,CLTCH_OFF_REB_RANK,OPP_CLTCH_OFF_REB,OPP_CLTCH_OFF_REB_RANK,CLTCH_TURN,CLTCH_TURN_RANK,CLTCH_OPP_TURN,CLTCH_OPP_TURN_RANK,CLTCH_STL,CLTCH_STL_RANK,TOP25_CLUTCH,OVERTIME_GAMES,STEAL_TURNOVER_RATIO,STEAL_TURNOVER_RATIO_RANK,Culture (coach record at school),Culture_rank,Coach Value,Coach Value Rank,Historical Value,Historical Value Rank,5 Year coach gap,5 Year coach gap rank,Average Ranking,Statistical Strength 
UC Santa Barbara,Joe Pasternack,Big West,,2,0,1,1,4,0,1,85,N/A,11,30,52,52,0.576923076923077,N/A,30,N/A,11,22,0.5,N/A,11,N/A,0.388235294117647,N/A,0.423076923076923,N/A,14,19,0.736842105263158,N/A,14,N/A,0.365384615384615,N/A,143.67816091954,N/A,1.33962264150943,N/A,10,N/A,0.416666666666667,N/A,14,N/A,24,N/A,0.489795918367347,N/A,19,N/A,0.633333333333333,N/A,11,N/A,6,N/A,20,N/A,-1,N/A,2,N/A,18,N/A,12,N/A,30,N/A,74,N/A,26,50,25,0.52,N/A,13,N/A,5,17,0.294117647058824,N/A,2.5,N/A,0.101351351351351,N/A,0.34,N/A,2.28,N/A,11,N/A,0.44,N/A,14,N/A,25,N/A,6,N/A,0.461538461538462,N/A,14,N/A,19,N/A,14,N/A,2,N/A,26,N/A,27,48,11,22,14,19,0.5625,0.5,0.736842105263158,3,14,17,18,10,5,3,14,18,10,5,79,0.9,0.9231,1,1,1,1,0.975,1,1,0.3,1,0.7083,0.9474,0.9091,0.8333,0.9294,1,-2.51317822786287,-2.51317822786287,-2.51317822786287,–,-2.51317822786287,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.6786,62,92.2151184230359,39,31.073,91,-52,346,64,35
UCF,Johnny Dawkins,Big 12,,1,1,2,0.5,8,0,1,87.5,N/A,-4,57,114,57,0.5,N/A,28.5,N/A,17,36,0.472222222222222,N/A,8.5,N/A,0.291428571428571,N/A,0.315789473684211,N/A,44,64,0.6875,N/A,22,N/A,0.56140350877193,N/A,127.402446126966,N/A,1.11016949152542,N/A,12,N/A,0.387096774193548,N/A,22.5,N/A,34.5,N/A,0.534883720930233,N/A,16,N/A,0.56140350877193,N/A,14,N/A,1,N/A,19.5,N/A,6,N/A,-4,N/A,7.5,N/A,13.5,N/A,36,N/A,91.5,N/A,64,130,65,0.492307692307692,N/A,32,N/A,19,58,0.327586206896552,N/A,9.5,N/A,0.311475409836066,N/A,0.446153846153846,N/A,2.16176470588235,N/A,11,N/A,0.328358208955224,N/A,19,N/A,30,N/A,17,N/A,0.53125,N/A,9,N/A,25.5,N/A,20.5,N/A,15.5,N/A,40,N/A,47,94,14,30,36,49,0.5,0.466666666666667,0.73469387755102,6.5,18.5,25,12,12,1,13,37,24,24,2,72,0.8246,0.8246,0.8235,0.8333,0.8182,0.7656,1,0.9882,1.0686,0.5417,0.8222,0.7246,0.75,0.8571,1,0.8229,1,-0.888093386142155,-10.5290454335546,8.75285866127029,13.6343651396393,-1.77618677228431,2,5,40,83,1,1,100,1,3,6,50,113,-3,325,4,76,6,40,2,37,4,349,2,304,1,254,0,90,0,0,0,77,0.5828,116,34.2016611719401,176,26.79,115,61,34,148.5,167
UCLA,Mick Cronin,Big Ten,,3,0,3,1,43,1,0,79,134,12.6666666666667,85,177,59,0.480225988700565,101,28.3333333333333,108,19,64,0.296875,221,6.33333333333333,242,0.240506329113924,264,0.361581920903955,237,48,62,0.774193548387097,80,16,155,0.350282485875706,193,125.317258883249,86,1.125,84,12.6666666666667,113,0.400000000000001,51,22.3333333333333,243,35,191,0.549738219895288,69,17,78,0.600000000000001,89,9.66666666666667,77,7.33333333333333,156,12.3333333333333,37,5,56,8.33333333333336,54,17.3333333333333,111,8.33333333333333,225,33.3333333333333,159,66.3333333333333,84,72,166,55.3333333333333,0.433734939759036,172,24,180,28,79,0.354430379746835,243,9.33333333333333,298,0.422110552763819,345,0.475903614457831,311,3.10843373493976,335,9.66666666666667,117,0.302083333333334,159,19,41,28.6666666666667,48,16,248,0.666666666666667,259,15,87,17.3333333333333,214,11.3333333333333,112,5.33333333333333,65,22.6666666666667,53,82,163,19,58,43,54,0.503067484662577,0.327586206896552,0.796296296296296,13.3333333333333,19,32.3333333333333,12.6666666666667,5.33333333333333,6.66666666666667,40,57,38,16,20,75.3333333333333,0.9647,0.9209,1,0.9063,0.8958,0.871,1.0476,1.1034,1.0285,1.0526,0.8507,0.9238,0.7451,0.5517,0.9091,0.9536,1,-34.4241165390667,-48.3551505933391,-17.4458532960987,15.4796629591754,-100.225120428505,2,8,25,119,0,3,0,96,0,2,0,128,-8,351,5,60,7,25,2,37,1,265,1,250,2,299,1,38,0,0,1,20,0.6878,55,120.02152551113,22,55.924,31,-9,319,149,168
UMass Lowell,Pat Duquette,American East,,1,1,1,0.5,-10,0,1,47,N/A,-63,10,47,47,0.212765957446809,N/A,10,N/A,4,14,0.285714285714286,N/A,4,N/A,0.25531914893617,N/A,0.297872340425532,N/A,23,32,0.71875,N/A,23,N/A,0.680851063829787,N/A,67.0279520821449,N/A,0.4,N/A,8,N/A,0.205128205128205,N/A,14,N/A,22,N/A,0.323529411764706,N/A,4,N/A,0.4,N/A,21,N/A,4,N/A,18,N/A,4,N/A,-18,N/A,13,N/A,8,N/A,12,N/A,110,N/A,42,69,34.5,0.608695652173913,N/A,21,N/A,9,23,0.391304347826087,N/A,4.5,N/A,0.122727272727273,N/A,0.333333333333333,N/A,2.2962962962963,N/A,15,N/A,0.517241379310345,N/A,31,N/A,46,N/A,27,N/A,1.28571428571429,N/A,10,N/A,22,N/A,30,N/A,35,N/A,62,N/A,10,44,4,13,23,32,0.227272727272727,0.307692307692308,0.71875,4,12,16,4,18,4,4,12,4,18,4,47,1,0.9362,1,0.9286,1,1,1.0682,1.0769,1,0.5,0.8571,0.7273,1,0.8571,1,1,1,-22.2459719709918,-22.2459719709918,-22.2459719709918,–,-22.2459719709918,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.4822,222,22.4218307250154,241,16.84,188,53,41,217,271
UMBC,Jim Ferry,American East,,1,1,1,0.5,-10,0,1,71,N/A,-6,26,58,58,0.448275862068966,N/A,26,N/A,11,26,0.423076923076923,N/A,11,N/A,0.464788732394366,N/A,0.448275862068966,N/A,8,10,0.8,N/A,8,N/A,0.172413793103448,N/A,108.363858363858,N/A,1.01612903225806,N/A,11,N/A,0.34375,N/A,20,N/A,31,N/A,0.53448275862069,N/A,13,N/A,0.5,N/A,15,N/A,5,N/A,17,N/A,-6,N/A,-1,N/A,10,N/A,7,N/A,24,N/A,77,N/A,26,51,25.5,0.509803921568627,N/A,13,N/A,6,19,0.315789473684211,N/A,3,N/A,0.116883116883117,N/A,0.372549019607843,N/A,1.68115942028986,N/A,6,N/A,0.230769230769231,N/A,21,N/A,27,N/A,15,N/A,1.15384615384615,N/A,9,N/A,11,N/A,17,N/A,4,N/A,38,N/A,24,54,11,26,8,10,0.444444444444444,0.423076923076923,0.8,8,18,26,13,12,4,8,18,13,12,4,67,0.9231,0.931,1,1,1,1,0.9915,1,1,0.7273,0.9,0.8387,1,0.8,0.8,0.9437,1,91.3600487159547,91.3600487159547,91.3600487159547,–,91.3600487159547,3,7,42.8571428571429,74,1,4,25,78,2,2,100,1,-1,307,3,105,5,60,1,70,2,304,0,1,1,254,1,38,0,0,0,77,0.4692,233,-10.4236977561333,354,9.973,286,68,29,154.642857142857,181
UMKC,Marvin Menzies,Summit,,1,1,1,0.5,2,0,1,78,N/A,-23,28,69,69,0.405797101449275,N/A,28,N/A,8,21,0.380952380952381,N/A,8,N/A,0.307692307692308,N/A,0.304347826086957,N/A,14,23,0.608695652173913,N/A,14,N/A,0.333333333333333,N/A,109.612141652614,N/A,0.984615384615385,N/A,16,N/A,0.340425531914894,N/A,18,N/A,34,N/A,0.459459459459459,N/A,9,N/A,0.321428571428571,N/A,12,N/A,6,N/A,23,N/A,1,N/A,7,N/A,9,N/A,2,N/A,38,N/A,101,N/A,40,61,30.5,0.655737704918033,N/A,20,N/A,5,13,0.384615384615385,N/A,2.5,N/A,0.0742574257425743,N/A,0.213114754098361,N/A,2.53731343283582,N/A,9,N/A,0.333333333333333,N/A,31,N/A,40,N/A,18,N/A,0.9,N/A,12,N/A,24,N/A,21,N/A,24,N/A,64,N/A,22,56,7,19,12,18,0.392857142857143,0.368421052631579,0.666666666666667,8,11,19,9,9,3,8,11,9,9,3,63,0.7857,0.8116,0.875,0.9048,0.8571,0.7826,0.9681,0.9671,1.0952,0.5,0.6111,0.5588,1,0.75,0.5,0.8077,1,-21.613748751197,-21.613748751197,-21.613748751197,–,-21.613748751197,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.4141,275,20.1956462319,253,10.209,283,0,88,270.333333333333,328
UNC Asheville,Mike Morrell,Big South,,0,2,2,0,-2,0,1,74,N/A,-10,56,116,58,0.482758620689655,N/A,28,N/A,8,28,0.285714285714286,N/A,4,N/A,0.162162162162162,N/A,0.241379310344828,N/A,28,37,0.756756756756757,N/A,14,N/A,0.318965517241379,N/A,103.991006183249,N/A,0.923076923076923,N/A,10,N/A,0.307692307692308,N/A,25,N/A,35,N/A,0.472972972972973,N/A,6.5,N/A,0.232142857142857,N/A,17,N/A,6.5,N/A,19,N/A,-1,N/A,-12,N/A,9.5,N/A,6,N/A,40,N/A,84,N/A,60,133,66.5,0.451127819548872,N/A,30,N/A,11,38,0.289473684210526,N/A,5.5,N/A,0.196428571428571,N/A,0.285714285714286,N/A,1.95522388059701,N/A,16.5,N/A,0.397590361445783,N/A,22.5,N/A,39,N/A,10,N/A,0.333333333333333,N/A,11.5,N/A,18,N/A,18,N/A,8.5,N/A,42,N/A,55,110,8,25,25,33,0.5,0.32,0.757575757575758,8,21,29,5,16.5,4.5,16,42,10,33,9,71.5,0.9821,0.9483,1,0.8929,0.8929,0.8919,1.0357,1.12,1.0011,0.8,0.84,0.8286,0.7692,0.9706,0.6923,0.9662,1,1.15831809286642,-7.96477187410857,10.2814080598414,12.9019975620459,2.31663618573283,3,7,42.8571428571429,74,1,3,33.3333333333333,62,10,12,83.3333333333333,38,1,50,6,34,2,119,3,18,0,1,3,332,2,299,1,38,0,0,0.333333333333333,63,0.5346,153,37.1949662033429,159,30.241,93,66,31,105,73
UNC Greensboro,Mike Jones,Southern,,0,2,2,0,4,0,1,77,N/A,-15.5,53,124,62,0.42741935483871,N/A,26.5,N/A,20,51,0.392156862745098,N/A,10,N/A,0.38961038961039,N/A,0.411290322580645,N/A,28,47,0.595744680851064,N/A,14,N/A,0.379032258064516,N/A,107.451855986603,N/A,0.961832061068702,N/A,11,N/A,0.275,N/A,24.5,N/A,35.5,N/A,0.446540880503145,N/A,15.5,N/A,0.584905660377358,N/A,14.5,N/A,6.5,N/A,19.5,N/A,-0.5,N/A,-8.5,N/A,11,N/A,5.5,N/A,26,N/A,92.5,N/A,64,142,71,0.450704225352113,N/A,32,N/A,25,61,0.40983606557377,N/A,12.5,N/A,0.405405405405405,N/A,0.429577464788732,N/A,2.17021276595745,N/A,15,N/A,0.379746835443038,N/A,29,N/A,44,N/A,19.5,N/A,0.609375,N/A,10,N/A,19,N/A,19.5,N/A,14,N/A,35,N/A,49,114,18,45,28,46,0.429824561403509,0.4,0.608695652173913,7.5,18.5,26,14.5,13,6.5,15,37,29,26,13,72,0.9245,0.9194,0.9,0.8824,1,0.9787,1.0056,1.02,1.0217,0.6818,0.7551,0.7324,0.9355,0.8966,1,0.9351,1,-20.946721738058,-33.071309554485,-8.82213392163095,17.1467565281747,-41.893443476116,3,12,25,119,0,4,0,96,4,8,50,113,-7,350,11,5,12,2,4,9,4,349,4,350,2,299,1,38,0,0,0.25,72,0.6016,95,31.1863379465048,191,19.88,164,27,56,155.714285714286,186
UNC Wilmington,Takayo Siddle,CAA,,1,1,1,0.5,11,0,1,77,N/A,-9,29,77,77,0.376623376623377,N/A,29,N/A,6,24,0.25,N/A,6,N/A,0.233766233766234,N/A,0.311688311688312,N/A,13,18,0.722222222222222,N/A,13,N/A,0.233766233766234,N/A,105.885588558856,N/A,0.955223880597015,N/A,17,N/A,0.354166666666667,N/A,23,N/A,40,N/A,0.512820512820513,N/A,14,N/A,0.482758620689655,N/A,7,N/A,4,N/A,19,N/A,0,N/A,14,N/A,17,N/A,4,N/A,38,N/A,86,N/A,27,53,26.5,0.509433962264151,N/A,13.5,N/A,15,34,0.441176470588235,N/A,7.5,N/A,0.261627906976744,N/A,0.641509433962264,N/A,2.60377358490566,N/A,7,N/A,0.233333333333333,N/A,31,N/A,38,N/A,22,N/A,1.62962962962963,N/A,11,N/A,19,N/A,14,N/A,25,N/A,20,N/A,29,77,6,24,13,18,0.376623376623377,0.25,0.722222222222222,37,0,37,14,1,4,37,0,14,1,4,77,1,1,1,1,1,1,1,1,1,2.1765,0,0.925,1,0.1429,1,1,1,5.70967126192267,5.70967126192267,5.70967126192267,–,5.70967126192267,3,8,37.5,88,1,2,50,30,3,5,60,97,-4,332,1,134,7,25,0,106,1,265,2,304,2,299,0,90,0,0,0,77,0.6903,54,39.9873525872667,151,38.936,62,89,19,145.5,159
UNLV,Josh Pastner,Mountain West,,1,1,2,0.5,-6,0,1,91,N/A,13.5,56,109,54.5,0.513761467889908,N/A,28,N/A,15,45,0.333333333333333,N/A,7.5,N/A,0.247252747252747,N/A,0.412844036697248,N/A,55,74,0.743243243243243,N/A,27.5,N/A,0.678899082568807,N/A,132.65306122449,N/A,1.12389380530973,N/A,13,N/A,0.412698412698413,N/A,27.5,N/A,40.5,N/A,0.604477611940299,N/A,19.5,N/A,0.696428571428571,N/A,15,N/A,7.5,N/A,32,N/A,-8,N/A,3,N/A,18,N/A,11.5,N/A,39,N/A,77.5,N/A,48,108,54,0.444444444444444,N/A,24,N/A,20,57,0.350877192982456,N/A,10,N/A,0.387096774193548,N/A,0.527777777777778,N/A,1.9016393442623,N/A,8,N/A,0.225352112676056,N/A,18.5,N/A,26.5,N/A,17,N/A,0.708333333333333,N/A,13,N/A,24,N/A,17.5,N/A,10.5,N/A,27,N/A,52,102,15,44,49,66,0.509803921568627,0.340909090909091,0.742424242424242,9.5,20,29.5,15,12,7.5,19,40,30,24,15,84,0.9286,0.9358,1,0.9778,0.8909,0.8919,0.9923,1.0227,0.9989,0.7308,0.7273,0.7284,0.7692,0.8,1,0.9231,1,16.545131009219,-51.102426717208,84.192688735646,95.6680935981299,33.090262018438,2,4,50,50,2,4,50,30,9,12,75,60,0,63,4,76,4,77,0,106,1,265,1,250,1,254,1,38,0,0,1,20,0.5,184,74.7198009824,56,18.095,175,0,88,120.285714285714,99
USC,Eric Musselman,Big Ten,,1,0,1,1,5,0,0,94,N/A,30,29,63,63,0.46031746031746,N/A,29,N/A,9,26,0.346153846153846,N/A,9,N/A,0.287234042553191,N/A,0.412698412698413,N/A,27,40,0.675,N/A,27,N/A,0.634920634920635,N/A,123.879810226674,N/A,1.046875,N/A,13,N/A,0.361111111111111,N/A,31,N/A,44,N/A,0.523809523809524,N/A,24,N/A,0.827586206896552,N/A,14,N/A,7,N/A,14,N/A,15,N/A,4,N/A,21,N/A,17,N/A,36,N/A,64,N/A,24,72,72,0.333333333333333,N/A,24,N/A,9,33,0.272727272727273,N/A,9,N/A,0.421875,N/A,0.458333333333333,N/A,0.826086956521739,N/A,17,N/A,0.354166666666667,N/A,23,N/A,40,N/A,16,N/A,0.666666666666667,N/A,22,N/A,29,N/A,15,N/A,5,N/A,28,N/A,25,55,7,20,27,38,0.454545454545455,0.35,0.710526315789474,10,24,34,19,10,6,10,24,19,10,6,84,0.8621,0.873,0.7778,0.7692,1,0.95,0.9875,1.0111,1.0526,0.7692,0.7742,0.7727,0.7917,0.7143,0.8571,0.8936,1,11.1094240725022,11.1094240725022,11.1094240725022,–,11.1094240725022,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.5,184,88.6800698558606,40,35.501,70,0,88,98,60
USC Upstate,Marty Richter,Big South,,1,1,2,0.5,-16,0,1,71,N/A,-5.5,50,104,52,0.480769230769231,N/A,25,N/A,11,34,0.323529411764706,N/A,5.5,N/A,0.232394366197183,N/A,0.326923076923077,N/A,31,46,0.673913043478261,N/A,15.5,N/A,0.442307692307692,N/A,103.922716627635,N/A,0.902439024390244,N/A,8.5,N/A,0.26984126984127,N/A,25.5,N/A,34,N/A,0.482269503546099,N/A,7,N/A,0.28,N/A,18,N/A,6,N/A,18.5,N/A,0,N/A,-13.5,N/A,9.5,N/A,9,N/A,34,N/A,76.5,N/A,56,126,63,0.444444444444444,N/A,28,N/A,14,46,0.304347826086957,N/A,7,N/A,0.274509803921569,N/A,0.365079365079365,N/A,1.86666666666667,N/A,13.5,N/A,0.346153846153846,N/A,23,N/A,36.5,N/A,12,N/A,0.428571428571429,N/A,9.5,N/A,18.5,N/A,16,N/A,7,N/A,41,N/A,42,92,10,32,28,43,0.456521739130435,0.3125,0.651162790697674,6.5,20.5,27,4,14,5.5,13,41,8,28,11,61,0.84,0.8846,0.9091,0.9412,0.9032,0.9348,0.9496,0.9659,0.9662,0.7647,0.8039,0.7941,0.5714,0.7778,0.9167,0.8592,1,36.787292557893,19.37116061279,54.203424502996,24.630130000844,73.574585115786,4,7,57.1428571428571,31,0,0,0,96,0,2,0,128,0,63,7,21,5,60,2,37,2,304,2,304,0,1,0,90,0,0,0,77,0.2059,340,14.1333159318,285,12.234,245,0,88,143.214285714286,154
UT Arlington,K.T. Turner,WAC,,1,1,1,0.5,-10,0,1,56,N/A,-18,18,51,51,0.352941176470588,N/A,18,N/A,3,25,0.12,N/A,3,N/A,0.160714285714286,N/A,0.490196078431373,N/A,17,24,0.708333333333333,N/A,17,N/A,0.470588235294118,N/A,82.9875518672199,N/A,0.65,N/A,14,N/A,0.4,N/A,24,N/A,38,N/A,0.558823529411765,N/A,7,N/A,0.388888888888889,N/A,23,N/A,4,N/A,23,N/A,1,N/A,-6,N/A,11,N/A,10,N/A,26,N/A,74,N/A,23,57,28.5,0.403508771929825,N/A,11.5,N/A,6,26,0.230769230769231,N/A,3,N/A,0.121621621621622,N/A,0.456140350877193,N/A,1.22352941176471,N/A,9,N/A,0.272727272727273,N/A,21,N/A,30,N/A,15,N/A,1.30434782608696,N/A,12,N/A,24,N/A,32,N/A,10,N/A,30,N/A,13,39,1,18,11,14,0.333333333333333,0.0555555555555556,0.785714285714286,10,20,30,5,17,4,10,20,5,17,4,38,0.7222,0.7647,0.3333,0.72,0.6471,0.5833,0.9444,0.463,1.1092,0.7143,0.8333,0.7895,0.7143,0.7391,1,0.6786,1,10.242599000154,10.242599000154,10.242599000154,–,10.242599000154,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.5075,176,20.630721367,250,9.951,287,0,88,237.666666666667,291
UT Rio Grande Valley,Kahil Fennell,Southland,,1,1,2,0.5,-13,0,1,88,N/A,4,68,137,68.5,0.496350364963504,N/A,34,N/A,27,55,0.490909090909091,N/A,13.5,N/A,0.460227272727273,N/A,0.401459854014599,N/A,13,16,0.8125,N/A,6.5,N/A,0.116788321167883,N/A,119.144327105334,N/A,1.14788732394366,N/A,9.5,N/A,0.267605633802817,N/A,27.5,N/A,37,N/A,0.493333333333333,N/A,18,N/A,0.529411764705882,N/A,12,N/A,6,N/A,21,N/A,-9.5,N/A,-3.5,N/A,11.5,N/A,8,N/A,35,N/A,84,N/A,58,130,65,0.446153846153846,N/A,29,N/A,19,56,0.339285714285714,N/A,9.5,N/A,0.339285714285714,N/A,0.430769230769231,N/A,2.07692307692308,N/A,12,N/A,0.30379746835443,N/A,26,N/A,38,N/A,16,N/A,0.551724137931034,N/A,11,N/A,11.5,N/A,12.5,N/A,15,N/A,37,N/A,55,115,24,48,13,16,0.478260869565217,0.5,0.8125,10.5,20.5,31,14,9.5,5,21,41,28,19,10,73.5,0.8088,0.8394,0.8889,0.8727,1,1,0.9636,1.0185,1,1.1053,0.7455,0.8378,0.7778,0.7917,0.8333,0.8352,1,49.927891522761,15.281550016242,84.57423302928,48.9973260451291,99.855783045522,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.5152,165,24.4415212064,224,5.968,339,0,88,242.666666666667,297
Utah,Alex Jensen,Big 12,,3,0,3,1,-14,0,1,87.6666666666667,69,10,94,199,66.3333333333333,0.472361809045226,110,31.3333333333333,54,27,81,0.333333333333333,147,9,86,0.307984790874525,162,0.407035175879397,167,48,70,0.685714285714286,215,16,155,0.351758793969849,190,124.573702159909,89,1.13157894736842,81,13,91,0.325,148,30,47,43,51,0.526530612244898,116,15,126,0.47872340425532,242,10,78,5,264,19.3333333333333,207,1,137,2.6666666666666,131,13.6666666666667,191,11.3333333333333,158,42.6666666666667,52,77.6666666666667,212,88,195,65,0.451282051282051,217,29.3333333333333,304,21,66,0.318181818181818,180,7,200,0.27038626609442,197,0.338461538461538,93,3.11052631578948,336,11.6666666666667,206,0.280000000000001,124,27,236,38.6666666666667,230,10.3333333333333,84,0.352272727272727,30,11.3333333333333,231,20.3333333333333,113,10.3333333333333,97,12.6666666666667,234,40.6666666666667,303,90,188,24,76,45,66,0.478723404255319,0.315789473684211,0.681818181818182,20,20.3333333333333,40.3333333333333,10,8.66666666666667,4.66666666666667,60,61,30,26,14,83,0.9574,0.9447,0.8889,0.9383,0.9375,0.9429,1.0135,0.9474,0.9943,1.5385,0.6778,0.938,0.6667,0.8667,0.9333,0.9468,1,-11.6143762019,-20.4261011919,-8.0909719019,6.3536903943255,-40.1314492957,8,18,44.4444444444444,70,1,7,14.2857142857143,92,6,10,60,97,6,16,13,1,9,9,5,3,2,304,1,250,1,254,1,38,0,1,1,20,1,1,69.15368181,67,-3.877,360,0,88,147.736842105263,163
Utah St.,Jerrod Calhoun,Mountain West,,2,0,1,1,5,0,0,80,N/A,3,28,58,58,0.482758620689655,N/A,28,N/A,6,13,0.461538461538462,N/A,6,N/A,0.225,N/A,0.224137931034483,N/A,18,26,0.692307692307692,N/A,18,N/A,0.448275862068966,N/A,114.41647597254,N/A,1,N/A,14,N/A,0.388888888888889,N/A,23,N/A,37,N/A,0.506849315068493,N/A,18,N/A,0.642857142857143,N/A,18,N/A,14,N/A,22,N/A,-4,N/A,1,N/A,22,N/A,14,N/A,44,N/A,77,N/A,25,60,30,0.416666666666667,N/A,12.5,N/A,11,30,0.366666666666667,N/A,5.5,N/A,0.214285714285714,N/A,0.5,N/A,1.79411764705882,N/A,14,N/A,0.378378378378378,N/A,22,N/A,36,N/A,14,N/A,1.12,N/A,19,N/A,18,N/A,19,N/A,12,N/A,26,N/A,27,56,5,12,18,26,0.482142857142857,0.416666666666667,0.692307692307692,9,20,29,16,16,14,9,20,16,16,14,77,0.9643,0.9655,0.8333,0.9231,1,1,0.9987,0.9028,1,0.6429,0.8696,0.7838,0.8889,0.8889,1,0.9625,0.8,11.6374081381353,11.6374081381353,11.6374081381353,–,11.6374081381353,2,7,28.5714285714286,114,0,2,0,96,6,8,75,60,-10,359,3,105,6,40,2,37,1,265,3,332,2,299,2,12,0,0,0.666666666666667,46,0.7778,31,74.6438526141111,57,56.176,30,0,88,131.214285714286,125
