,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evan Otten,Idaho St.,NEUTRAL,Cal St. Northridge,Big West,0,0,Starter,1,15,1,4,0,0,1,2,3,5,0,1,1,4,3,0,15.796,0,10.813,0,0,0,0,0,0,0,1,1,0,0,1,0,0,32,-1.5,0,0,—,0
Jamison Guerra,Idaho St.,NEUTRAL,Cal St. Northridge,Big West,0,0,Starter,1,20,3,4,2,2,2,2,0,1,0,3,0,1,10,0,15.796,0,10.813,1,0,0,0,0,0,0,0,0,1,0,0,1,0,32,-1.5,0,0,—,0
Martin Kheil,Idaho St.,NEUTRAL,Cal St. Northridge,Big West,0,0,Starter,1,34,4,12,3,9,2,2,0,5,4,0,1,1,13,0,15.796,0,10.813,1,0,0,0,0,0,0,1,0,0,1,0,1,0,32,-1.5,0,0,—,0
Lachlan Brewer,Idaho St.,NEUTRAL,Cal St. Northridge,Big West,0,0,Starter,1,28,3,6,0,3,0,0,2,4,2,1,3,2,6,0,15.796,0,10.813,0,0,0,0,1,0,0,0,0,0,0,0,1,0,32,-1.5,0,0,—,0
Caleb Van De Griend,Idaho St.,NEUTRAL,Cal St. Northridge,Big West,0,0,Bench,0,10,4,4,1,1,2,3,0,4,1,0,0,3,11,0,15.796,0,10.813,1,0,0,0,1,0,0,0,0,0,0,0,0,0,32,-1.5,0,0,—,0
Blake Daberkow,Idaho St.,NEUTRAL,Cal St. Northridge,Big West,0,0,Bench,0,15,2,2,0,0,0,0,0,3,0,1,3,4,4,0,15.796,0,10.813,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,-1.5,0,0,—,0
Gus Etchison,Idaho St.,NEUTRAL,Cal St. Northridge,Big West,0,0,Bench,0,17,5,9,1,5,3,4,0,3,3,0,1,0,14,0,15.796,0,10.813,1,0,0,0,1,0,0,0,0,0,0,0,0,0,32,-1.5,0,0,—,0
Cheikh Sow,Idaho St.,NEUTRAL,Cal St. Northridge,Big West,0,0,Bench,0,13,1,1,0,0,3,4,0,2,0,0,3,3,5,0,15.796,0,10.813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,-1.5,0,0,—,0
Quin Patterson,Idaho St.,NEUTRAL,Cal St. Northridge,Big West,0,0,Bench,0,9,1,3,1,3,0,0,0,0,0,0,0,0,3,0,15.796,0,10.813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,-1.5,0,0,—,0
Malik Reneau,Miami FL,NEUTRAL,Georgetown,Big East,1,0,Starter,1,27,8,14,3,3,4,4,2,2,1,0,0,3,23,0,-0.594,0,29.132,1,0,0,0,0,1,1,0,0,0,0,0,1,1,13,-5.5,0,0,—,0
Shelton Henderson,Miami FL,NEUTRAL,Georgetown,Big East,1,0,Starter,1,20,2,5,0,0,1,3,0,2,0,1,5,2,5,0,-0.594,0,29.132,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,-5.5,0,0,—,0
Ernest Udeh Jr.,Miami FL,NEUTRAL,Georgetown,Big East,1,0,Starter,1,26,1,2,0,0,0,0,2,9,0,1,1,3,2,0,-0.594,0,29.132,1,0,0,0,0,0,0,1,0,0,0,0,1,0,13,-5.5,0,0,—,0
Tru Washington,Miami FL,NEUTRAL,Georgetown,Big East,1,0,Starter,1,28,7,10,0,0,3,5,2,4,1,4,1,0,17,0,-0.594,0,29.132,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13,-5.5,0,0,—,0
Tre Donaldson,Miami FL,NEUTRAL,Georgetown,Big East,1,0,Starter,1,33,6,11,1,3,0,0,0,4,6,0,3,1,13,0,-0.594,0,29.132,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13,-5.5,0,0,—,0
Salih Altuntas,Miami FL,NEUTRAL,Georgetown,Big East,1,0,Bench,0,13,2,2,0,0,0,0,2,1,0,0,0,2,4,0,-0.594,0,29.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,-5.5,0,0,—,0
Timotej Malovec,Miami FL,NEUTRAL,Georgetown,Big East,1,0,Bench,0,6,0,0,0,0,0,0,0,0,0,0,2,3,0,0,-0.594,0,29.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,-5.5,0,0,—,0
Noam Dovrat,Miami FL,NEUTRAL,Georgetown,Big East,1,0,Bench,0,6,2,2,2,2,0,0,0,0,0,1,1,1,6,0,-0.594,0,29.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,-5.5,0,0,—,0
Dante Allen,Miami FL,NEUTRAL,Georgetown,Big East,1,0,Bench,0,26,1,3,0,1,2,2,0,1,5,1,2,2,4,0,-0.594,0,29.132,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,-5.5,0,0,—,0
Marcus Allen,Miami FL,NEUTRAL,Georgetown,Big East,1,0,Bench,0,15,1,2,0,1,2,2,0,2,1,0,0,2,4,0,-0.594,0,29.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,-5.5,0,0,—,0
Isaiah Abraham,Georgetown,NEUTRAL,Miami FL,ACC,1,0,Starter,1,11,0,2,0,2,0,0,2,1,1,0,0,0,0,0,29.132,0,-0.594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13,5.5,0,0,—,0
Caleb Williams,Georgetown,NEUTRAL,Miami FL,ACC,1,0,Starter,1,30,8,14,5,10,2,2,4,2,1,1,1,1,23,0,29.132,0,-0.594,1,0,0,0,0,0,1,0,1,0,0,0,1,1,-13,5.5,0,0,—,0
Julius Halaifonua,Georgetown,NEUTRAL,Miami FL,ACC,1,0,Starter,1,30,2,7,0,3,1,2,2,1,1,0,0,1,5,0,29.132,0,-0.594,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-13,5.5,0,0,—,0
Malik Mack,Georgetown,NEUTRAL,Miami FL,ACC,1,0,Starter,1,34,3,11,2,6,8,10,1,2,7,1,1,1,16,0,29.132,0,-0.594,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-13,5.5,0,0,—,0
KJ Lewis,Georgetown,NEUTRAL,Miami FL,ACC,1,0,Starter,1,30,3,12,0,2,5,8,1,4,2,5,5,3,11,0,29.132,0,-0.594,1,0,0,0,0,0,0,0,0,1,0,0,1,0,-13,5.5,0,0,—,0
Jayden Fort,Georgetown,NEUTRAL,Miami FL,ACC,1,0,Bench,0,11,1,3,0,0,0,0,3,0,0,0,1,0,2,0,29.132,0,-0.594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13,5.5,0,0,—,0
DeShawn Harris-Smith,Georgetown,NEUTRAL,Miami FL,ACC,1,0,Bench,0,19,2,2,0,0,0,1,1,1,2,2,1,2,4,0,29.132,0,-0.594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13,5.5,0,0,—,0
Jeremiah Williams,Georgetown,NEUTRAL,Miami FL,ACC,1,0,Bench,0,18,1,4,0,1,0,1,1,1,0,0,1,3,2,0,29.132,0,-0.594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13,5.5,0,0,—,0
Langston Love,Georgetown,NEUTRAL,Miami FL,ACC,1,0,Bench,0,11,1,2,0,1,0,0,0,1,1,0,0,1,2,0,29.132,0,-0.594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13,5.5,0,0,—,0
Karon Boyd,Wichita St.,NEUTRAL,Western Kentucky,CUSA,0,0,Starter,1,34,5,10,2,4,3,4,3,1,1,0,1,4,15,0,25.401,0,25.395,1,0,0,0,0,0,0,0,1,0,0,1,1,0,-5,-4.5,1,0,"1,061",0
Will Berg,Wichita St.,NEUTRAL,Western Kentucky,CUSA,0,0,Starter,1,16,1,2,0,0,2,2,2,1,0,0,1,3,4,0,25.401,0,25.395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-4.5,1,0,"1,061",0
Kenyon Giles,Wichita St.,NEUTRAL,Western Kentucky,CUSA,0,0,Starter,1,38,6,12,3,7,3,3,0,6,2,1,2,1,18,0,25.401,0,25.395,1,0,0,0,0,1,0,1,0,1,0,0,1,0,-5,-4.5,1,0,"1,061",0
TJ Williams,Wichita St.,NEUTRAL,Western Kentucky,CUSA,0,0,Starter,1,23,2,9,0,2,4,5,2,5,1,0,1,2,8,0,25.401,0,25.395,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-5,-4.5,1,0,"1,061",0
Michael Gray Jr.,Wichita St.,NEUTRAL,Western Kentucky,CUSA,0,0,Starter,1,20,1,7,1,6,0,0,0,2,2,0,2,3,3,0,25.401,0,25.395,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-5,-4.5,1,0,"1,061",0
Emmanuel Okorafor,Wichita St.,NEUTRAL,Western Kentucky,CUSA,0,0,Bench,0,24,1,3,0,0,6,7,2,5,1,0,1,2,8,0,25.401,0,25.395,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-5,-4.5,1,0,"1,061",0
Jaret Valencia,Wichita St.,NEUTRAL,Western Kentucky,CUSA,0,0,Bench,0,17,0,4,0,1,1,2,0,1,2,1,0,1,1,0,25.401,0,25.395,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-5,-4.5,1,0,"1,061",0
Dre Kindell,Wichita St.,NEUTRAL,Western Kentucky,CUSA,0,0,Bench,0,15,1,3,0,1,0,0,1,2,2,0,1,3,2,0,25.401,0,25.395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-4.5,1,0,"1,061",0
Brian Amuneke,Wichita St.,NEUTRAL,Western Kentucky,CUSA,0,0,Bench,0,13,4,7,1,2,2,3,1,1,0,1,0,1,11,0,25.401,0,25.395,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-5,-4.5,1,0,"1,061",0
Blaise Keita,Western Kentucky,NEUTRAL,Wichita St.,American,0,0,Starter,1,24,0,3,0,0,0,0,0,3,2,1,0,4,0,0,25.395,0,25.401,0,0,0,1,0,0,0,0,0,1,0,1,1,0,5,4.5,1,0,"1,061",0
Grant Newell,Western Kentucky,NEUTRAL,Wichita St.,American,0,0,Starter,1,28,7,14,3,5,1,4,1,3,0,1,1,3,18,0,25.395,0,25.401,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5,4.5,1,0,"1,061",0
Armelo Boone,Western Kentucky,NEUTRAL,Wichita St.,American,0,0,Starter,1,36,8,14,1,5,5,6,2,1,3,1,1,1,22,0,25.395,0,25.401,1,0,0,0,0,0,1,0,0,1,1,0,1,1,5,4.5,1,0,"1,061",0
Teagan Moore,Western Kentucky,NEUTRAL,Wichita St.,American,0,0,Starter,1,25,6,11,0,1,6,7,3,3,2,1,1,5,18,0,25.395,0,25.401,1,0,0,0,0,0,0,0,1,1,0,1,1,0,5,4.5,1,0,"1,061",0
Cam Haffner,Western Kentucky,NEUTRAL,Wichita St.,American,0,0,Starter,1,19,1,5,1,5,0,0,0,3,0,1,0,1,3,0,25.395,0,25.401,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,4.5,1,0,"1,061",0
Noah Boyde,Western Kentucky,NEUTRAL,Wichita St.,American,0,0,Bench,0,11,0,1,0,0,0,0,1,1,1,0,0,1,0,0,25.395,0,25.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4.5,1,0,"1,061",0
Bryant Selebangue,Western Kentucky,NEUTRAL,Wichita St.,American,0,0,Bench,0,10,0,1,0,0,0,0,1,3,0,0,1,2,0,0,25.395,0,25.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4.5,1,0,"1,061",0
LJ Hackman,Western Kentucky,NEUTRAL,Wichita St.,American,0,0,Bench,0,23,2,6,1,2,4,4,1,4,0,0,0,2,9,0,25.395,0,25.401,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,4.5,1,0,"1,061",0
Jack Edelen,Western Kentucky,NEUTRAL,Wichita St.,American,0,0,Bench,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25.395,0,25.401,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,4.5,1,0,"1,061",0
Ryan Myers,Western Kentucky,NEUTRAL,Wichita St.,American,0,0,Bench,0,11,1,4,1,2,2,2,0,1,0,0,2,1,5,0,25.395,0,25.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4.5,1,0,"1,061",0
Aidan Cammann,Stanford,NEUTRAL,Saint Louis,A10,1,0,Starter,1,16,3,4,1,1,1,2,1,0,1,0,1,1,8,0,27.591,0,1.811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5,1,0,—,0
AJ Rohosy,Stanford,NEUTRAL,Saint Louis,A10,1,0,Starter,1,23,5,12,0,0,1,2,5,4,2,0,0,4,11,0,27.591,0,1.811,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1.5,1,0,—,0
Chisom Okpara,Stanford,NEUTRAL,Saint Louis,A10,1,0,Starter,1,34,5,13,2,3,7,10,3,3,3,1,4,0,19,0,27.591,0,1.811,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1.5,1,0,—,0
Ebuka Okorie,Stanford,NEUTRAL,Saint Louis,A10,1,0,Starter,1,35,3,14,3,8,8,10,0,3,6,1,0,1,17,0,27.591,0,1.811,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.5,1,0,—,0
Benny Gealer,Stanford,NEUTRAL,Saint Louis,A10,1,0,Starter,1,15,1,3,1,2,0,0,0,0,2,0,0,3,3,0,27.591,0,1.811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5,1,0,—,0
Oskar Giltay,Stanford,NEUTRAL,Saint Louis,A10,1,0,Bench,0,14,0,0,0,0,0,0,1,6,1,0,0,4,0,0,27.591,0,1.811,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.5,1,0,—,0
Kristers Skrinda,Stanford,NEUTRAL,Saint Louis,A10,1,0,Bench,0,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,27.591,0,1.811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5,1,0,—,0
Jeremy Dent-Smith,Stanford,NEUTRAL,Saint Louis,A10,1,0,Bench,0,21,4,9,4,7,0,0,3,2,0,1,4,2,12,0,27.591,0,1.811,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.5,1,0,—,0
Ryan Agarwal,Stanford,NEUTRAL,Saint Louis,A10,1,0,Bench,0,30,3,7,2,5,0,0,0,4,1,1,1,3,8,0,27.591,0,1.811,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.5,1,0,—,0
Robbie Avila,Saint Louis,NEUTRAL,Stanford,ACC,0,0,Starter,1,30,2,8,0,2,8,8,1,7,3,0,2,4,12,0,1.811,0,27.591,1,0,0,0,0,1,0,1,0,0,0,1,1,0,-1,-1.5,1,0,—,0
Amari McCottry,Saint Louis,NEUTRAL,Stanford,ACC,0,0,Starter,1,26,3,9,0,3,2,2,1,5,5,1,3,4,8,0,1.811,0,27.591,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,-1.5,1,0,—,0
Quentin Jones,Saint Louis,NEUTRAL,Stanford,ACC,0,0,Starter,1,29,3,4,0,0,5,6,0,6,1,1,2,2,11,0,1.811,0,27.591,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1.5,1,0,—,0
Dion Brown,Saint Louis,NEUTRAL,Stanford,ACC,0,0,Starter,1,26,6,15,0,1,0,0,4,2,2,0,1,3,12,0,1.811,0,27.591,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1.5,1,0,—,0
Trey Green,Saint Louis,NEUTRAL,Stanford,ACC,0,0,Starter,1,31,4,7,2,4,5,5,3,3,2,0,0,2,15,0,1.811,0,27.591,1,0,0,0,0,1,0,0,0,0,0,0,1,0,-1,-1.5,1,0,—,0
Ishan Sharma,Saint Louis,NEUTRAL,Stanford,ACC,0,0,Bench,0,24,3,9,3,8,3,3,1,2,1,0,0,0,12,0,1.811,0,27.591,1,0,0,0,0,1,0,0,0,0,0,0,1,0,-1,-1.5,1,0,—,0
Paul Otieno,Saint Louis,NEUTRAL,Stanford,ACC,0,0,Bench,0,13,1,4,0,0,1,2,2,2,0,0,1,3,3,0,1.811,0,27.591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1.5,1,0,—,0
Brady Dunlap,Saint Louis,NEUTRAL,Stanford,ACC,0,0,Bench,0,8,0,2,0,1,2,2,0,2,1,1,0,2,2,0,1.811,0,27.591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1.5,1,0,—,0
Kellen Thames,Saint Louis,NEUTRAL,Stanford,ACC,0,0,Bench,0,13,1,3,0,1,0,0,0,1,0,2,1,0,2,0,1.811,0,27.591,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1.5,1,0,—,0
PJ Eason,Alabama A&M,AWAY,Clemson,ACC,0,0,Starter,1,15,3,4,0,0,4,4,1,4,0,1,2,5,10,0,47.778,0,10.112,1,0,0,0,0,1,0,0,0,0,0,1,0,0,-36,27.5,0,0,"6,118",0
Kintavious Dozier,Alabama A&M,AWAY,Clemson,ACC,0,0,Starter,1,25,4,10,0,1,2,4,1,1,0,0,1,0,10,0,47.778,0,10.112,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-36,27.5,0,0,"6,118",0
Koron Davis,Alabama A&M,AWAY,Clemson,ACC,0,0,Starter,1,19,1,5,0,1,2,2,0,5,1,1,1,2,4,0,47.778,0,10.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-36,27.5,0,0,"6,118",0
Sami Pissis,Alabama A&M,AWAY,Clemson,ACC,0,0,Starter,1,16,2,4,0,2,2,2,0,0,1,0,0,4,6,0,47.778,0,10.112,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-36,27.5,0,0,"6,118",0
Lou Hutchinson,Alabama A&M,AWAY,Clemson,ACC,0,0,Starter,1,31,1,6,0,2,0,0,1,1,0,0,0,3,2,0,47.778,0,10.112,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-36,27.5,0,0,"6,118",0
Angok Anyang,Alabama A&M,AWAY,Clemson,ACC,0,0,Bench,0,22,1,2,0,1,0,0,0,1,1,0,1,5,2,0,47.778,0,10.112,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-36,27.5,0,0,"6,118",0
Samuel Onu,Alabama A&M,AWAY,Clemson,ACC,0,0,Bench,0,6,0,1,0,1,0,2,0,0,0,0,0,3,0,0,47.778,0,10.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-36,27.5,0,0,"6,118",0
Gabe Kincy,Alabama A&M,AWAY,Clemson,ACC,0,0,Bench,0,14,0,3,0,3,1,2,0,2,1,0,0,2,1,0,47.778,0,10.112,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-36,27.5,0,0,"6,118",0
Bilal Abdur-Rahman,Alabama A&M,AWAY,Clemson,ACC,0,0,Bench,0,8,1,2,0,0,0,0,0,0,0,0,0,0,2,0,47.778,0,10.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-36,27.5,0,0,"6,118",0
James Graham III,Alabama A&M,AWAY,Clemson,ACC,0,0,Bench,0,21,4,10,1,4,1,1,0,3,0,0,3,1,10,0,47.778,0,10.112,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-36,27.5,0,0,"6,118",0
Peyton Daniels Sr.,Alabama A&M,AWAY,Clemson,ACC,0,0,Bench,0,19,3,6,3,6,0,0,0,1,1,2,2,1,9,0,47.778,0,10.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-36,27.5,0,0,"6,118",0
Jake Wahlin,Clemson,HOME,Alabama A&M,SWAC,1,0,Starter,1,13,2,2,1,1,0,1,0,2,0,0,1,3,5,0,10.112,0,47.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,-27.5,0,0,"6,118",0
RJ Godfrey,Clemson,HOME,Alabama A&M,SWAC,1,0,Starter,1,20,4,7,0,0,2,2,3,5,1,0,2,2,10,0,10.112,0,47.778,1,0,0,0,0,0,0,0,1,0,0,0,1,0,36,-27.5,0,0,"6,118",0
Nick Davidson,Clemson,HOME,Alabama A&M,SWAC,1,0,Starter,1,16,2,5,0,1,2,2,3,3,2,0,0,3,6,0,10.112,0,47.778,0,0,0,0,0,0,0,0,1,0,0,0,0,0,36,-27.5,0,0,"6,118",0
Jestin Porter,Clemson,HOME,Alabama A&M,SWAC,1,0,Starter,1,20,4,10,2,6,4,5,0,2,1,1,2,0,14,0,10.112,0,47.778,1,0,0,0,0,0,1,0,0,0,0,0,1,0,36,-27.5,0,0,"6,118",0
Dillon Hunter,Clemson,HOME,Alabama A&M,SWAC,1,0,Starter,1,20,3,5,1,1,1,1,1,2,3,1,0,1,8,0,10.112,0,47.778,0,0,0,0,0,0,0,0,0,0,1,0,1,0,36,-27.5,0,0,"6,118",0
Chase Thompson,Clemson,HOME,Alabama A&M,SWAC,1,0,Bench,0,18,3,4,1,2,0,0,1,4,1,0,0,2,7,0,10.112,0,47.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,-27.5,0,0,"6,118",0
Carter Welling,Clemson,HOME,Alabama A&M,SWAC,1,0,Bench,0,18,2,3,0,1,8,8,0,7,3,0,1,1,12,0,10.112,0,47.778,1,0,0,0,0,1,0,1,0,0,1,0,0,0,36,-27.5,0,0,"6,118",0
Dallas Thomas,Clemson,HOME,Alabama A&M,SWAC,1,0,Bench,0,13,1,2,1,2,1,2,0,1,1,0,1,0,4,0,10.112,0,47.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,-27.5,0,0,"6,118",0
Zac Foster,Clemson,HOME,Alabama A&M,SWAC,1,0,Bench,0,22,2,4,1,2,3,5,0,1,3,0,2,2,8,0,10.112,0,47.778,0,0,0,0,0,0,0,0,0,0,1,0,1,0,36,-27.5,0,0,"6,118",0
Ace Buckner,Clemson,HOME,Alabama A&M,SWAC,1,0,Bench,0,15,2,5,0,3,1,2,1,2,0,0,2,2,5,0,10.112,0,47.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,-27.5,0,0,"6,118",0
Butta Johnson,Clemson,HOME,Alabama A&M,SWAC,1,0,Bench,0,21,4,7,1,4,0,0,0,4,3,3,0,1,9,0,10.112,0,47.778,0,0,0,0,1,0,0,0,0,1,1,0,1,0,36,-27.5,0,0,"6,118",0
Baye Ndongo,Georgia Tech,NEUTRAL,DePaul,Big East,1,0,Starter,1,32,2,3,0,0,2,2,5,3,2,1,3,2,6,0,-9.808,0,2.467,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-14,1.5,0,0,"1,200",0
Kowacie Reeves Jr.,Georgia Tech,NEUTRAL,DePaul,Big East,1,0,Starter,1,17,2,9,0,4,2,2,1,1,1,0,0,2,6,0,-9.808,0,2.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14,1.5,0,0,"1,200",0
Mouhamed Sylla,Georgia Tech,NEUTRAL,DePaul,Big East,1,0,Starter,1,24,5,7,0,0,0,0,2,5,0,2,1,0,10,0,-9.808,0,2.467,1,0,0,0,0,0,0,0,0,1,0,0,1,0,-14,1.5,0,0,"1,200",0
Kam Craft,Georgia Tech,NEUTRAL,DePaul,Big East,1,0,Starter,1,26,4,11,1,5,0,0,0,0,1,0,0,1,9,0,-9.808,0,2.467,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-14,1.5,0,0,"1,200",0
Jaeden Mustaf,Georgia Tech,NEUTRAL,DePaul,Big East,1,0,Starter,1,28,4,10,1,2,0,0,0,2,2,0,0,4,9,0,-9.808,0,2.467,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-14,1.5,0,0,"1,200",0
Peyton Marshall,Georgia Tech,NEUTRAL,DePaul,Big East,1,0,Bench,0,17,3,4,0,0,2,2,2,6,1,0,2,3,8,0,-9.808,0,2.467,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-14,1.5,0,0,"1,200",0
Lamar Washington,Georgia Tech,NEUTRAL,DePaul,Big East,1,0,Bench,0,26,0,6,0,3,0,0,0,0,7,2,3,3,0,0,-9.808,0,2.467,0,0,0,1,0,0,0,0,0,1,1,0,1,0,-14,1.5,0,0,"1,200",0
Akai Fleming,Georgia Tech,NEUTRAL,DePaul,Big East,1,0,Bench,0,26,4,11,0,2,5,8,1,2,0,2,1,1,13,0,-9.808,0,2.467,1,0,0,0,0,0,0,0,0,1,0,0,1,0,-14,1.5,0,0,"1,200",0
Théo Pierre-Justin,DePaul,NEUTRAL,Georgia Tech,ACC,1,0,Starter,1,15,0,7,0,6,0,0,0,3,0,0,0,3,0,0,2.467,0,-9.808,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,-1.5,0,0,"1,200",0
NJ Benson,DePaul,NEUTRAL,Georgia Tech,ACC,1,0,Starter,1,28,4,5,0,0,1,2,6,3,1,0,1,1,9,0,2.467,0,-9.808,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14,-1.5,0,0,"1,200",0
Brandon Maclin,DePaul,NEUTRAL,Georgia Tech,ACC,1,0,Starter,1,27,6,12,2,5,2,2,0,4,3,1,2,1,16,0,2.467,0,-9.808,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14,-1.5,0,0,"1,200",0
CJ Gunn,DePaul,NEUTRAL,Georgia Tech,ACC,1,0,Starter,1,24,3,7,0,1,1,2,1,1,0,1,0,1,7,0,2.467,0,-9.808,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,-1.5,0,0,"1,200",0
Layden Blocker,DePaul,NEUTRAL,Georgia Tech,ACC,1,0,Starter,1,34,5,9,1,3,7,7,1,3,4,0,2,1,18,0,2.467,0,-9.808,1,0,0,0,0,1,1,0,0,0,0,0,1,0,14,-1.5,0,0,"1,200",0
Kaleb Banks,DePaul,NEUTRAL,Georgia Tech,ACC,1,0,Bench,0,19,2,5,2,3,1,2,0,0,1,1,2,4,7,0,2.467,0,-9.808,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,-1.5,0,0,"1,200",0
Fabián Flores,DePaul,NEUTRAL,Georgia Tech,ACC,1,0,Bench,0,12,1,1,0,0,0,0,0,2,0,1,0,0,2,0,2.467,0,-9.808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,-1.5,0,0,"1,200",0
Kruz McClure,DePaul,NEUTRAL,Georgia Tech,ACC,1,0,Bench,0,17,3,5,1,3,0,0,0,4,2,1,2,2,7,0,2.467,0,-9.808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,-1.5,0,0,"1,200",0
RJ Smith,DePaul,NEUTRAL,Georgia Tech,ACC,1,0,Bench,0,22,3,5,1,1,2,2,0,5,1,1,0,1,9,0,2.467,0,-9.808,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,-1.5,0,0,"1,200",0
Veljko Ilic,Sam Houston St.,NEUTRAL,Idaho,Big Sky,0,0,Starter,1,26,3,7,0,0,2,2,1,2,4,0,1,1,8,0,9.241,0,18.922,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,1.5,0,0,—,0
Po'Boigh King,Sam Houston St.,NEUTRAL,Idaho,Big Sky,0,0,Starter,1,20,2,7,1,4,0,0,1,0,0,2,1,3,5,0,9.241,0,18.922,0,0,0,0,0,0,0,0,0,1,0,0,1,0,26,1.5,0,0,—,0
Kashie Natt,Sam Houston St.,NEUTRAL,Idaho,Big Sky,0,0,Starter,1,23,1,4,0,1,2,4,5,6,4,1,0,1,4,0,9.241,0,18.922,1,0,0,0,0,0,0,1,1,0,0,0,1,0,26,1.5,0,0,—,0
Justin Begg,Sam Houston St.,NEUTRAL,Idaho,Big Sky,0,0,Starter,1,28,5,11,3,6,0,0,0,3,7,2,1,0,13,0,9.241,0,18.922,1,0,0,0,0,0,0,0,0,1,1,0,1,0,26,1.5,0,0,—,0
