Team,,FGM,FGA,FG3sM,FG3sA,FTM,FTA,OReb,DReb,AST,TO,STL,PF,PTS_OFF_TURN,FST_BREAK,PTS_PAINT,Points,Opp Points,Win,Loss,OPP_FGM,OPP_FGA,OPP_FG3sM,OPP_FG3sA,OPP_OReb,OPP_DReb,OPP_AST,OPP_TO,OPP_PF,OPP_PTS_OFF_TURN,OPP_FST_BREAK,OPP_PTS_PAINT
Colgate,,310,659,77,223,105,145,7.81818181818182,23.7272727272727,14.2727272727273,10.4545454545455,6.72727272727273,18.8181818181818,12,9.54545454545455,35.2727272727273,72.9090909090909,78.2727272727273,8,5,307,686,88,270,12.9090909090909,25.2727272727273,14.8181818181818,10.7272727272727,14.3636363636364,11.9090909090909,10.0909090909091,36.9090909090909
Colorado,,393,786,90,239,241,317,11,25.5384615384615,16.6153846153846,10,6.46153846153846,16.3846153846154,14.3076923076923,17.1538461538462,41.8461538461538,85.9230769230769,77.3846153846154,8,5,358,788,108,281,9.76923076923077,22.0769230769231,12.1538461538462,11.4615384615385,19.7692307692308,10,8.76923076923077,32.4615384615385
Colorado St.,,298,573,126,285,175,216,8.54545454545455,24.0909090909091,17.3636363636364,11.4545454545455,4.90909090909091,15.9090909090909,11.9090909090909,8.27272727272727,27.4545454545455,81.5454545454545,73.8181818181818,8,5,295,635,101,293,9.90909090909091,18.6363636363636,12.6363636363636,8.90909090909091,19.4545454545455,12.9090909090909,6.09090909090909,30.3636363636364
Columbia,,342,708,105,270,151,203,12.25,28.5833333333333,15.75,13.8333333333333,5.83333333333333,17,13.0833333333333,8.66666666666667,35.5,78.3333333333333,70.4166666666667,8,5,301,714,81,250,9.75,20.4166666666667,13.25,10,15,12.5833333333333,10.25,29.8333333333333
Connecticut,,380,767,96,279,164,235,10.7692307692308,25.8461538461538,18.1538461538462,10.7692307692308,7.15384615384615,18.2307692307692,13.6153846153846,10.0769230769231,39.3846153846154,78.4615384615385,61.0769230769231,12,1,260,701,64,244,10.0769230769231,20.8461538461538,8.15384615384615,13.0769230769231,17.0769230769231,11.1538461538462,7.38461538461538,25.3846153846154
Coppin St.,,344,896,92,309,213,301,9.875,20.75,11.625,15.625,5.8125,17.625,10.6875,9,26.625,62.0625,89,8,5,478,959,175,449,12,27.1875,19.1875,10.9375,16.1875,20.875,17.125,34.75
Cornell,,335,689,147,363,160,220,9.90909090909091,24.9090909090909,20,12.9090909090909,5.72727272727273,20.2727272727273,12.5454545454545,12.0909090909091,32.1818181818182,88.8181818181818,88.8181818181818,8,5,344,700,99,263,11.1818181818182,24.8181818181818,16.3636363636364,11.7272727272727,18,15.0909090909091,12.5454545454545,39.8181818181818
Creighton,,341,731,130,371,132,183,11,27.0833333333333,17.6666666666667,12.1666666666667,6.5,12.75,12.5833333333333,14.25,32.6666666666667,78.6666666666667,70.75,8,5,329,763,85,245,11.1666666666667,23.4166666666667,12.9166666666667,10.5,14.6666666666667,13.9166666666667,8.75,36.1666666666667
Dartmouth,,260,606,115,299,165,230,9.27272727272727,25.8181818181818,13.1818181818182,14.4545454545455,4.72727272727273,18.3636363636364,10,7.27272727272727,23.0909090909091,72.7272727272727,77,8,5,315,700,77,261,12,24.9090909090909,11.8181818181818,10.0909090909091,17,16.4545454545455,10.6363636363636,38.9090909090909
Davidson,,278,598,95,251,140,214,9.36363636363636,23.4545454545455,13.8181818181818,11.2727272727273,6.63636363636364,16.2727272727273,14,6.18181818181818,28.7272727272727,71.9090909090909,69.6363636363636,8,5,275,597,67,204,9.63636363636364,23.2727272727273,10.9090909090909,11.8181818181818,16.5454545454545,15.0909090909091,10.0909090909091,33.0909090909091
Dayton,,337,730,104,320,257,351,9.23076923076923,24.6153846153846,14.7692307692308,11.7692307692308,9.46153846153846,15.6923076923077,18.6153846153846,13.1538461538462,33.3846153846154,79.6153846153846,70.3076923076923,8,5,320,731,111,291,10,24.6153846153846,12.5384615384615,16.7692307692308,20,11.1538461538462,9.92307692307692,28.9230769230769
Delaware,,263,593,98,260,109,150,7,24.6363636363636,13.8181818181818,13.4545454545455,6.27272727272727,13.7272727272727,9.54545454545455,5,25.8181818181818,66.6363636363636,72.7272727272727,8,5,279,653,95,273,10.8181818181818,24.0909090909091,13.8181818181818,10.3636363636364,12.5454545454545,14.9090909090909,13,28.1818181818182
Delaware St.,,230,631,54,177,117,175,9.18181818181818,21.2727272727273,9.36363636363636,12.8181818181818,9.09090909090909,16.3636363636364,12.8181818181818,11.5454545454545,23.6363636363636,57.3636363636364,73.9090909090909,8,5,288,600,84,246,10,29.0909090909091,15.0909090909091,13.8181818181818,14.8181818181818,14.3636363636364,9.18181818181818,34
Denver,,325,711,96,268,195,257,10.0833333333333,20.75,11,11.4166666666667,4.58333333333333,17.25,13.0833333333333,5.83333333333333,31.3333333333333,78.4166666666667,88.8333333333333,7,8,385,746,115,281,12.5,24.0833333333333,13.8333333333333,10.0833333333333,18.0833333333333,14.9166666666667,12.6666666666667,40.8333333333333
DePaul,,329,736,96,287,217,313,9.84615384615385,23.5384615384615,16.2307692307692,12,7.30769230769231,17.5384615384615,17.0769230769231,11.2307692307692,30.7692307692308,74.6923076923077,69,8,5,315,737,79,235,10.8461538461538,24.0769230769231,13.6153846153846,14.1538461538462,18.8461538461538,12.4615384615385,7.61538461538462,31.2307692307692
Detroit Mercy,,286,699,69,235,159,204,13.2727272727273,24.6363636363636,12.3636363636364,11.4545454545455,5.18181818181818,19.8181818181818,10.0909090909091,10.9090909090909,31.6363636363636,72.7272727272727,80.5454545454545,8,5,299,669,107,315,11.6363636363636,26.3636363636364,17.1818181818182,10,18.1818181818182,14.4545454545455,14.0909090909091,32
Drake,,311,703,110,303,165,225,9.25,25.25,13.8333333333333,9.41666666666667,5.58333333333333,16.0833333333333,11.0833333333333,7.58333333333333,30.5,74.75,72.4166666666667,7,7,308,706,102,284,10.4166666666667,26.4166666666667,13,10,16.3333333333333,10.3333333333333,9.33333333333333,29.3333333333333
Drexel,,295,693,105,291,132,199,12.25,21.5833333333333,13.3333333333333,12.75,6.16666666666667,17.0833333333333,12.3333333333333,9,29,68.9166666666667,73.3333333333333,8,5,306,651,75,209,9.5,23.75,12.25,11.3333333333333,15.25,15.8333333333333,11.0833333333333,32.5
Duke,,360,715,118,334,208,296,12.0833333333333,30.0833333333333,18.4166666666667,11.25,7.83333333333333,17.5833333333333,15.1666666666667,15.4166666666667,39.3333333333333,87.1666666666667,62.5833333333333,8,5,268,740,87,318,10.75,20.9166666666667,11.8333333333333,13.25,19.5833333333333,12.6666666666667,9.66666666666667,26.5
Duquesne,,321,655,99,292,181,258,10.4545454545455,25.1818181818182,17,14.4545454545455,7.27272727272727,21,15,16.5454545454545,37.8181818181818,83.8181818181818,78.4545454545455,8,5,284,640,86,246,10.3636363636364,23.6363636363636,13.4545454545455,13.8181818181818,18.9090909090909,15.4545454545455,13.5454545454545,30.5454545454545
East Carolina,,273,700,56,222,199,285,12.5833333333333,22.9166666666667,10.5,13.4166666666667,7.25,16.25,13.4166666666667,9,30,66.75,76.75,8,5,323,694,99,277,10.25,25.1666666666667,14.6666666666667,12.75,22.0833333333333,15.4166666666667,14.5,30.5
East Tennessee St.,,302,626,89,260,148,204,9.27272727272727,23.3636363636364,15.0909090909091,11.5454545454545,9.36363636363636,17.5454545454545,16.1818181818182,11,34.9090909090909,76.4545454545455,69.6363636363636,8,5,254,594,93,278,9.54545454545455,22.8181818181818,13.2727272727273,13.6363636363636,14,12,9.81818181818182,27.0909090909091
East Texas A&M,,207,504,75,221,114,170,8.55555555555556,21.4444444444444,14.3333333333333,14.6666666666667,5.88888888888889,17.5555555555556,11.8888888888889,7.55555555555556,26,67,83.4444444444444,8,5,272,535,81,201,10.4444444444444,27.6666666666667,18.2222222222222,12.8888888888889,15.8888888888889,17.1111111111111,12,40.2222222222222
Eastern Illinois,,219,541,51,173,134,173,8.5,21.2,10.9,14.2,6.5,16.4,13.6,8.6,26.8,62.3,79,8,5,281,593,80,260,12.8,25.5,16.4,11.9,14.8,18.4,11.8,37.2
Eastern Kentucky,,271,686,106,344,136,188,12.6363636363636,23.9090909090909,12.0909090909091,13.2727272727273,5.18181818181818,17.6363636363636,11.0909090909091,8.09090909090909,24,71.2727272727273,82.3636363636364,8,5,321,669,96,264,11,27.1818181818182,16.5454545454545,10,16.3636363636364,15.9090909090909,15.5454545454545,36.1818181818182
Eastern Michigan,,307,706,73,213,154,214,10.8333333333333,24.5,12.4166666666667,12.25,6.41666666666667,16.5,13.0833333333333,9.41666666666667,35.3333333333333,70.0833333333333,74.5833333333333,8,5,325,716,85,255,10.5833333333333,25.6666666666667,14.1666666666667,11.8333333333333,16.4166666666667,12.9166666666667,12.25,35.6666666666667
Eastern Washington,,334,725,91,270,160,228,10.5,21.0833333333333,12.9166666666667,13.8333333333333,6.5,18.0833333333333,13.3333333333333,7.91666666666667,33.6666666666667,76.5833333333333,87.6666666666667,8,5,377,724,116,291,10.4166666666667,24.5,16.3333333333333,12.3333333333333,17,17.8333333333333,14.3333333333333,38.8333333333333
Elon,,358,744,119,333,188,260,13.0833333333333,23.5833333333333,15.75,11.5833333333333,6.83333333333333,17,15.25,9.58333333333333,37.6666666666667,85.25,82,8,5,338,720,124,334,11.8333333333333,21.5,16.4166666666667,11.8333333333333,18.4166666666667,14.1666666666667,10.9166666666667,32.6666666666667
Evansville,,270,667,84,281,178,249,9.58333333333333,22.6666666666667,12.25,12.75,5.25,17.4166666666667,13.4166666666667,7.5,26.1666666666667,66.8333333333333,77.1666666666667,8,5,319,692,111,287,10.25,26.5,14.1666666666667,12.25,19.6666666666667,15.1666666666667,11.25,29.8333333333333
Fairfield,,319,769,94,287,152,210,13.6666666666667,25.5833333333333,10.8333333333333,10.8333333333333,6.25,16,11.75,8,30.8333333333333,73.6666666666667,75.4166666666667,8,5,322,723,87,259,10,26.5833333333333,13.75,10.5833333333333,15.5,11.9166666666667,11.1666666666667,36.5
Fairleigh Dickinson,,205,541,85,276,94,144,12,22.4444444444444,12.3333333333333,13,4,18.4444444444444,10.1111111111111,5,23.1111111111111,65.4444444444444,84.3333333333333,8,5,264,526,99,240,10.7777777777778,27.6666666666667,17,10.6666666666667,15.3333333333333,15.4444444444444,12.3333333333333,33.7777777777778
FIU,,257,572,74,207,143,209,13,22.7777777777778,15.8888888888889,12.4444444444444,10.1111111111111,18.8888888888889,17.7777777777778,14.5555555555556,36.6666666666667,81.2222222222222,84.1111111111111,8,5,264,583,86,259,15.2222222222222,25,18.6666666666667,14.8888888888889,18.4444444444444,15.6666666666667,10.4444444444444,35.3333333333333
Florida,,380,826,96,342,250,357,17.0769230769231,30.1538461538462,15.2307692307692,13.3846153846154,5.84615384615385,17.0769230769231,13.4615384615385,14.6153846153846,41.6923076923077,85.0769230769231,70.3846153846154,8,5,320,795,87,273,8.84615384615385,21.3846153846154,11.4615384615385,11.3846153846154,21.3076923076923,13.0769230769231,9,30.6153846153846
Florida A&M,,208,523,59,191,110,185,9.33333333333333,20.7777777777778,11.7777777777778,15.8888888888889,9,18.7777777777778,15,9,27.7777777777778,65,86.1111111111111,8,5,263,545,76,198,12.7777777777778,28.6666666666667,15.5555555555556,14.4444444444444,17,19.1111111111111,17,39.1111111111111
Florida Atlantic,,308,673,99,278,159,217,12,23.9090909090909,13.7272727272727,12,5.63636363636364,18,14.2727272727273,11.7272727272727,33.2727272727273,79.4545454545455,76.2727272727273,8,5,296,638,83,228,9.81818181818182,24.7272727272727,12.6363636363636,11.9090909090909,16.9090909090909,12.9090909090909,10.2727272727273,33.6363636363636
Florida Gulf Coast,,322,710,98,272,159,215,12.7272727272727,23.4545454545455,15.2727272727273,12.2727272727273,8.81818181818182,20.6363636363636,15,14.7272727272727,33.8181818181818,81.9090909090909,85.7272727272727,8,5,306,660,106,303,11.3636363636364,24.9090909090909,12.7272727272727,12.9090909090909,16.4545454545455,15.5454545454545,11.3636363636364,34
Florida St.,,344,810,140,441,204,280,14.75,24.9166666666667,16.75,12.6666666666667,9.91666666666667,20.25,20.25,12.5,32.6666666666667,86,75.9166666666667,8,5,305,711,95,297,11.8333333333333,27.25,14.8333333333333,17.8333333333333,18.6666666666667,12.3333333333333,11.5,29.6666666666667
Fordham,,275,595,64,217,91,134,12,27.3,14.2,10.9,6.3,15,11.9,8.6,37.2,70.5,62.6,8,5,231,576,77,237,9.2,21.9,13.6,10.6,14,8.8,6.1,25.4
Fresno St.,,292,646,87,272,154,211,10.5454545454545,23.9090909090909,14,13.6363636363636,7.63636363636364,15.9090909090909,18.4545454545455,10.8181818181818,34.7272727272727,75,74.4545454545455,8,5,296,640,81,269,10.2727272727273,23.9090909090909,13.6363636363636,14.7272727272727,16.8181818181818,13.2727272727273,12.7272727272727,34.5454545454545
Furman,,270,569,87,274,122,186,10.2,26.6,15.6,13.4,4.9,14.6,10.5,11.2,33,74.9,75.5,8,5,279,620,84,259,10.1,23.4,14.2,9.4,17,14.3,12.3,34.4
Gardner Webb,,270,689,87,283,153,216,9.08333333333333,21.75,9.58333333333333,15.25,5.41666666666667,16.5833333333333,9.33333333333333,10.6666666666667,28,65,91.1666666666667,8,5,398,771,126,333,12,28.5833333333333,20.3333333333333,10.3333333333333,14.75,18.9166666666667,13.3333333333333,42.8333333333333
George Mason,,318,663,82,233,239,330,11,26.4166666666667,13.5833333333333,10.5833333333333,5.75,14.3333333333333,14.75,9.83333333333333,35.3333333333333,79.75,67.5,8,5,282,688,102,310,9.66666666666667,21.0833333333333,12.5833333333333,11.9166666666667,20.75,11,7.58333333333333,26.1666666666667
George Washington,,314,656,94,278,231,314,12.7272727272727,24.9090909090909,15.6363636363636,12.9090909090909,7.81818181818182,18.3636363636364,15.1818181818182,12.2727272727273,38,86.6363636363636,77.7272727272727,8,5,302,659,90,281,9.81818181818182,22.0909090909091,15.3636363636364,13.2727272727273,19.3636363636364,14.2727272727273,11.1818181818182,32.9090909090909
Georgetown,,349,783,84,277,252,348,11.3076923076923,25.9230769230769,16.2307692307692,8.76923076923077,7.53846153846154,17.2307692307692,16.2307692307692,15.9230769230769,35.6923076923077,79.5384615384615,73.6153846153846,8,5,324,762,100,300,10.4615384615385,25.3076923076923,12.7692307692308,12.2307692307692,18.9230769230769,9.92307692307692,11.3076923076923,26
Georgia,,398,818,113,361,271,356,14.4166666666667,29.4166666666667,16.6666666666667,11.4166666666667,10.5,17.5,22.3333333333333,25.25,44.5833333333333,98.3333333333333,71.9166666666667,8,5,313,793,86,269,13.5,23.3333333333333,12.6666666666667,17.25,21.0833333333333,10.75,8.5,31.3333333333333
Georgia Southern,,347,807,124,380,244,340,11.4615384615385,23.2307692307692,10.8461538461538,10.7692307692308,8.84615384615385,19.9230769230769,18.2307692307692,9.69230769230769,32.4615384615385,81.6923076923077,80.3846153846154,8,5,360,793,98,315,13.6153846153846,27.5384615384615,12.2307692307692,14.7692307692308,19.2307692307692,11.4615384615385,11.4615384615385,37.0769230769231
Georgia St.,,245,695,87,318,188,244,10.4166666666667,24.1666666666667,10.0833333333333,13.1666666666667,6.66666666666667,18.5,10.75,6.58333333333333,21,63.75,78.25,8,5,324,731,94,277,12.6666666666667,28.75,13.75,11.3333333333333,18.5,17.3333333333333,10.9166666666667,35.3333333333333
Georgia Tech,,359,790,87,248,190,278,12,28.7692307692308,17.5384615384615,13.6153846153846,7.15384615384615,16.8461538461538,12.8461538461538,7.92307692307692,37.2307692307692,76.5384615384615,70.3076923076923,8,5,321,813,104,355,11.2307692307692,24.0769230769231,14.2307692307692,12,17.6153846153846,11.8461538461538,10.8461538461538,26.7692307692308
Gonzaga,,488,935,109,291,211,293,13.2142857142857,30.1428571428571,20.0714285714286,10.1428571428571,8.78571428571429,18,19.7142857142857,15.7142857142857,47.8571428571429,92.5714285714286,66.6428571428571,8,5,316,817,102,365,9.64285714285714,22.2142857142857,12.2142857142857,15.1428571428571,18.5,9.35714285714286,8.21428571428571,25.5714285714286
Grambling St.,,251,560,67,197,189,265,8.72727272727273,19.7272727272727,12.4545454545455,15,7.81818181818182,20.0909090909091,14.9090909090909,12.9090909090909,29.2727272727273,68.9090909090909,76.0909090909091,8,5,287,602,70,213,11.5454545454545,22.4545454545455,14.0909090909091,14.1818181818182,16.7272727272727,19.1818181818182,11,35.6363636363636
Grand Canyon,,313,698,78,256,218,284,11.5833333333333,25.75,13.5833333333333,12.5833333333333,6.58333333333333,17.25,17.1666666666667,11.25,37,76.8333333333333,68.75,8,5,287,673,85,272,8.16666666666667,21.8333333333333,12.4166666666667,13.0833333333333,20.4166666666667,13.0833333333333,8.91666666666667,28.9166666666667
Green Bay,,279,622,83,251,205,288,7.33333333333333,22.4166666666667,11.75,11,4.16666666666667,18.4166666666667,9.33333333333333,7.66666666666667,29.8333333333333,70.5,79.9166666666667,8,5,330,673,100,285,9.41666666666667,24.8333333333333,15.3333333333333,8.41666666666667,18.5833333333333,13.5833333333333,9.66666666666667,34.8333333333333
Hampton,,269,652,69,244,219,304,12.25,22.5833333333333,11.25,12.5833333333333,7.33333333333333,19.25,13.8333333333333,11,27.5,68.8333333333333,71.0833333333333,8,5,294,637,76,238,10.25,23.1666666666667,13.3333333333333,12.6666666666667,20.25,13.9166666666667,11.0833333333333,33
Harvard,,337,714,94,255,137,170,7.61538461538462,22.8461538461538,13.9230769230769,12,7.38461538461538,13.4615384615385,14.2307692307692,7.69230769230769,31.5384615384615,69.6153846153846,69.7692307692308,8,5,335,728,102,297,8.92307692307692,22.3076923076923,14.1538461538462,11.8461538461538,13.9230769230769,13.9230769230769,8.23076923076923,33.2307692307692
Hawaii,,257,558,66,213,199,280,10.7,29.7,12.8,14.4,6.3,18.6,15.5,11.6,36.8,77.9,63.5,10,2,221,580,50,181,8.8,22.3,8.6,12.2,22.4,13.7,9.3,27.6
High Point,,356,733,114,317,225,309,11.6666666666667,22.75,15.75,9.33333333333333,10.75,18.1666666666667,21.1666666666667,17.75,35.8333333333333,87.5833333333333,72.6666666666667,11,3,296,672,92,282,11.1666666666667,24,13.6666666666667,16,19.3333333333333,10.4166666666667,9.66666666666667,30.1666666666667
Hofstra,,319,694,102,271,168,224,11.3333333333333,24.5833333333333,13.4166666666667,12.0833333333333,5.25,17.5,14.0833333333333,6.58333333333333,31.3333333333333,75.6666666666667,70.75,8,5,286,693,92,276,11.5833333333333,21.3333333333333,13.25,11.5,17.25,13.75,8.41666666666667,27.5
Holy Cross,,256,603,81,261,122,171,7.18181818181818,22.1818181818182,10.8181818181818,11.4545454545455,6,15.0909090909091,10.9090909090909,7.09090909090909,27.2727272727273,65,77.5454545454545,8,5,316,627,91,261,8.45454545454545,26.7272727272727,14.9090909090909,10.2727272727273,15.2727272727273,12.9090909090909,8.27272727272727,36.3636363636364
Houston,,372,821,119,342,160,210,13.9230769230769,24.3076923076923,16.6153846153846,9.23076923076923,9.15384615384615,17.6153846153846,20.1538461538462,10.5384615384615,31.0769230769231,78.6923076923077,60,8,5,263,676,82,283,11.2307692307692,22.4615384615385,9.61538461538462,15.6153846153846,16.0769230769231,9.38461538461538,5.61538461538462,24.6153846153846
Houston Christian,,272,592,77,226,138,215,8.90909090909091,21.7272727272727,14.3636363636364,11.4545454545455,6.09090909090909,16.0909090909091,11.7272727272727,9.18181818181818,33.0909090909091,69,75.5454545454545,8,5,301,609,93,248,8.90909090909091,24,15.5454545454545,10.5454545454545,15.2727272727273,14.5454545454545,10.5454545454545,34.3636363636364
Howard,,252,605,69,201,182,250,10.6363636363636,22.2727272727273,12.6363636363636,13.5454545454545,9.18181818181818,18.7272727272727,17.3636363636364,12.2727272727273,28,68.6363636363636,71.7272727272727,8,5,275,603,71,223,10.8181818181818,24.3636363636364,10.9090909090909,14.7272727272727,17.4545454545455,13.4545454545455,12.6363636363636,32.9090909090909
Idaho,,243,580,108,303,161,212,10.1,25.2,13.1,11.2,5.3,18.3,11.2,7.5,25.2,75.5,75.5,8,5,262,572,78,231,8.1,25.3,12.2,10.4,18.4,10.9,10,30.4
Idaho St.,,218,477,84,224,145,195,10.2222222222222,20.4444444444444,12.8888888888889,13.2222222222222,5.44444444444444,17.4444444444444,13.8888888888889,5.88888888888889,25.7777777777778,73.8888888888889,74.1111111111111,8,5,237,521,58,197,11.2222222222222,20.1111111111111,13.4444444444444,11.4444444444444,19.1111111111111,16.7777777777778,10.7777777777778,34.6666666666667
Illinois,,392,810,137,385,226,286,13.4615384615385,28.5384615384615,15.3846153846154,10,3.69230769230769,13.0769230769231,11.4615384615385,5.84615384615385,36.7692307692308,88.2307692307692,68.4615384615385,8,5,334,834,103,319,10.5384615384615,20,12.2307692307692,8.76923076923077,20.1538461538462,11,7.61538461538462,30.1538461538462
Illinois Chicago,,270,653,73,244,198,259,14.3636363636364,21.2727272727273,12.3636363636364,13,7.90909090909091,18.2727272727273,15.5454545454545,11.5454545454545,32.9090909090909,73.7272727272727,76.2727272727273,8,5,279,638,99,293,13.4545454545455,23,16.4545454545455,13.9090909090909,18.8181818181818,15.5454545454545,12.8181818181818,28.7272727272727
Illinois St.,,370,756,113,314,180,263,9.76923076923077,27.0769230769231,14.4615384615385,11.2307692307692,5.92307692307692,17.3846153846154,13.3846153846154,8.30769230769231,33.0769230769231,79.4615384615385,67.9230769230769,8,5,314,741,87,280,9.23076923076923,22.7692307692308,11.6153846153846,11.3076923076923,17.0769230769231,14.0769230769231,9.46153846153846,29.2307692307692
Incarnate Word,,231,523,72,199,134,195,11.2222222222222,19.5555555555556,12,10.1111111111111,5.55555555555556,19.6666666666667,13.5555555555556,8,28.6666666666667,74.2222222222222,77.6666666666667,8,5,233,459,58,167,8.33333333333333,23.8888888888889,14,11,17.4444444444444,13.3333333333333,12.7777777777778,33.7777777777778
Indiana,,366,756,138,382,231,297,9.23076923076923,28,19,10.9230769230769,6.23076923076923,18.1538461538462,16.1538461538462,10.2307692307692,32.1538461538462,84.6923076923077,66.0769230769231,10,3,290,754,72,245,10.3076923076923,21.5384615384615,9.30769230769231,12.2307692307692,19,10.1538461538462,7.15384615384615,28.1538461538462
Indiana St.,,278,645,91,309,143,195,8.27272727272727,26.6363636363636,15.9090909090909,13.0909090909091,6.27272727272727,15.5454545454545,10.9090909090909,10.0909090909091,33.0909090909091,71.8181818181818,74.7272727272727,8,5,314,735,66,234,13.4545454545455,27.8181818181818,11,10.8181818181818,15.5454545454545,12.7272727272727,10.6363636363636,35.4545454545455
Iona,,394,882,131,367,186,256,9.42857142857143,26,13.8571428571429,11.7142857142857,7.78571428571429,15.6428571428571,15.1428571428571,12.2857142857143,32.4285714285714,78.9285714285714,77.5714285714286,8,5,402,903,113,372,12.2142857142857,27.4285714285714,15.7857142857143,13.3571428571429,16.7142857142857,15.3571428571429,11.8571428571429,36.8571428571429
Iowa,,370,694,105,268,211,282,8.92307692307692,22.1538461538462,17.5384615384615,9.84615384615385,8.53846153846154,18.1538461538462,21.6153846153846,9.15384615384615,37.6923076923077,81.2307692307692,60.0769230769231,11,2,269,638,73,237,9.07692307692308,18.6153846153846,9.53846153846154,15.6923076923077,19.0769230769231,8.69230769230769,4.76923076923077,25.8461538461538
Iowa St.,,429,807,118,288,199,289,12.2307692307692,24.5384615384615,18.8461538461538,10.2307692307692,10.1538461538462,12.9230769230769,23.6923076923077,14.2307692307692,43.8461538461538,90.3846153846154,62.8461538461538,8,5,302,718,89,279,9.23076923076923,20,12.5384615384615,17.9230769230769,17.0769230769231,10.4615384615385,8.53846153846154,27.2307692307692
IU Indy,,399,908,128,419,149,215,11.6153846153846,20.3076923076923,18.3846153846154,12.7692307692308,8.69230769230769,22.6153846153846,18.8461538461538,15.0769230769231,37.6923076923077,82.6923076923077,94.9230769230769,8,5,420,806,105,287,12.6923076923077,30.0769230769231,16.4615384615385,15.8461538461538,15.8461538461538,15.7692307692308,19.9230769230769,46.3076923076923
Jackson St.,,274,748,103,333,142,194,8.69230769230769,20.3846153846154,10,15.5384615384615,6.38461538461538,17.7692307692308,10.4615384615385,7.61538461538462,21.0769230769231,61,90.8461538461538,8,5,406,811,129,360,14.0769230769231,29,21.1538461538462,10.8461538461538,14.3846153846154,21.8461538461538,15,38.7692307692308
Jacksonville,,264,634,85,278,121,178,10.5454545454545,20.8181818181818,11.3636363636364,13.5454545454545,6.45454545454545,20.1818181818182,11.4545454545455,7.54545454545455,27.2727272727273,66.7272727272727,80.9090909090909,8,5,306,607,87,228,10.0909090909091,25.1818181818182,15.7272727272727,11.0909090909091,14.4545454545455,16.1818181818182,9.90909090909091,34.5454545454545
Jacksonville St.,,200,490,70,210,132,210,10.7777777777778,25,12.1111111111111,11.3333333333333,5,17.7777777777778,11.2222222222222,7,27.3333333333333,66.8888888888889,69.1111111111111,8,5,201,500,70,219,10.6666666666667,25.7777777777778,11.3333333333333,10.6666666666667,19.7777777777778,10.7777777777778,8.22222222222222,24.2222222222222
James Madison,,335,758,128,355,192,268,10.8461538461538,24.3076923076923,13.6153846153846,11.3076923076923,5.69230769230769,20.3076923076923,11.2307692307692,8.61538461538462,29.8461538461538,76.1538461538462,79.6923076923077,8,5,340,747,98,280,11.2307692307692,25,13.0769230769231,9.61538461538462,15.6923076923077,14.8461538461538,10.3076923076923,32.9230769230769
Kansas,,324,692,93,260,172,228,9.33333333333333,30.5833333333333,15.8333333333333,11,5.33333333333333,13.75,12.8333333333333,10.8333333333333,34.3333333333333,76.0833333333333,64.5,8,5,279,746,86,329,11.0833333333333,23.0833333333333,12,9.33333333333333,14.6666666666667,11.4166666666667,7.33333333333333,29.8333333333333
Kansas St.,,411,832,141,353,187,261,11.8461538461538,26.1538461538462,19.6153846153846,13,6.92307692307692,19.3076923076923,14.6153846153846,17.3076923076923,38.3076923076923,88.4615384615385,77.6153846153846,8,5,351,809,107,324,11.0769230769231,21.5384615384615,15,13.3076923076923,17.1538461538462,15.3076923076923,9.15384615384615,32.7692307692308
Kennesaw St.,,259,580,70,229,195,276,15.2222222222222,28.3333333333333,12.5555555555556,14.6666666666667,6.77777777777778,24.1111111111111,12.4444444444444,12.3333333333333,39.1111111111111,87,84.1111111111111,8,5,227,565,72,216,12.2222222222222,25.2222222222222,11.2222222222222,12.8888888888889,22.1111111111111,17.1111111111111,13.8888888888889,29.1111111111111
